"report_school_year","county_desc","district_name","staff_ind_desc","total_staff_count","avg_sal"
"2020-21","ALBANY","ALBANY CITY SD","Principals & Asst. Principals",40,104867.35
"2020-21","ALBANY","ALBANY CITY SD","Classroom Teacher",626,81646.82907
"2020-21","ALBANY","BRIGHTER CHOICE CS-BOYS","Principals & Asst. Principals",2,102284
"2020-21","ALBANY","BRIGHTER CHOICE CS-BOYS","Classroom Teacher",20,50468.5
"2020-21","ALBANY","BRIGHTER CHOICE CS-GIRLS","Principals & Asst. Principals",2,96973.5
"2020-21","ALBANY","BRIGHTER CHOICE CS-GIRLS","Classroom Teacher",22,49271.68182
"2020-21","ALBANY","KIPP TECH VALLEY CHARTER SCHOOL","Principals & Asst. Principals",5,103000
"2020-21","ALBANY","KIPP TECH VALLEY CHARTER SCHOOL","Classroom Teacher",41,57621.95122
"2020-21","ALBANY","ALBANY COMMUNITY CHARTER SCHOOL","Principals & Asst. Principals",3,107807
"2020-21","ALBANY","ALBANY COMMUNITY CHARTER SCHOOL","Classroom Teacher",23,58411.52174
"2020-21","ALBANY","GREEN TECH HIGH CHARTER SCHOOL","Principals & Asst. Principals",2,124753
"2020-21","ALBANY","GREEN TECH HIGH CHARTER SCHOOL","Classroom Teacher",37,54009.43243
"2020-21","ALBANY","ALBANY LEADERSHIP CS-GIRLS","Principals & Asst. Principals",1,142800
"2020-21","ALBANY","ALBANY LEADERSHIP CS-GIRLS","Classroom Teacher",34,49742.23529
"2020-21","ALBANY","BERNE-KNOX-WESTERLO CSD","Principals & Asst. Principals",2,107500
"2020-21","ALBANY","BERNE-KNOX-WESTERLO CSD","Classroom Teacher",79,65917.11392
"2020-21","ALBANY","BETHLEHEM CSD","Principals & Asst. Principals",9,144157.5556
"2020-21","ALBANY","BETHLEHEM CSD","Classroom Teacher",338,77575.92012
"2020-21","ALBANY","RAVENA-COEYMANS-SELKIRK CSD","Principals & Asst. Principals",6,110856.3333
"2020-21","ALBANY","RAVENA-COEYMANS-SELKIRK CSD","Classroom Teacher",187,67360.08556
"2020-21","ALBANY","COHOES CITY SD","Principals & Asst. Principals",7,119290.5714
"2020-21","ALBANY","COHOES CITY SD","Classroom Teacher",175,69601.95429
"2020-21","ALBANY","SOUTH COLONIE CSD","Principals & Asst. Principals",13,123200.2308
"2020-21","ALBANY","SOUTH COLONIE CSD","Classroom Teacher",364,90080.88736
"2020-21","ALBANY","MENANDS UFSD","Principals & Asst. Principals",1,110000
"2020-21","ALBANY","MENANDS UFSD","Classroom Teacher",29,65305.51724
"2020-21","ALBANY","NORTH COLONIE CSD","Principals & Asst. Principals",12,145111.4167
"2020-21","ALBANY","NORTH COLONIE CSD","Classroom Teacher",478,77870.3682
"2020-21","ALBANY","GREEN ISLAND UFSD","Principals & Asst. Principals",1,99490
"2020-21","ALBANY","GREEN ISLAND UFSD","Classroom Teacher",36,56585.97222
"2020-21","ALBANY","GUILDERLAND CSD","Principals & Asst. Principals",12,124560.0833
"2020-21","ALBANY","GUILDERLAND CSD","Classroom Teacher",420,79059.03333
"2020-21","ALBANY","VOORHEESVILLE CSD","Principals & Asst. Principals",4,103357.75
"2020-21","ALBANY","VOORHEESVILLE CSD","Classroom Teacher",91,69478.53846
"2020-21","ALBANY","WATERVLIET CITY SD","Principals & Asst. Principals",5,101243.4
"2020-21","ALBANY","WATERVLIET CITY SD","Classroom Teacher",102,70140.08824
"2020-21","ALBANY","CAPITAL REGION BOCES","Principals & Asst. Principals",11,101380
"2020-21","ALBANY","CAPITAL REGION BOCES","Classroom Teacher",130,73208.16154
"2020-21","ALLEGANY","ALFRED-ALMOND CSD","Principals & Asst. Principals",2,105392.5
"2020-21","ALLEGANY","ALFRED-ALMOND CSD","Classroom Teacher",55,58410.34545
"2020-21","ALLEGANY","ANDOVER CSD","Principals & Asst. Principals",1,92725
"2020-21","ALLEGANY","ANDOVER CSD","Classroom Teacher",23,58567.47826
"2020-21","ALLEGANY","GENESEE VALLEY CSD","Principals & Asst. Principals",2,96639
"2020-21","ALLEGANY","GENESEE VALLEY CSD","Classroom Teacher",55,57789.90909
"2020-21","ALLEGANY","BELFAST CSD","Principals & Asst. Principals",2,80290
"2020-21","ALLEGANY","BELFAST CSD","Classroom Teacher",35,56530.77143
"2020-21","ALLEGANY","CANASERAGA CSD","Principals & Asst. Principals",1,83970
"2020-21","ALLEGANY","CANASERAGA CSD","Classroom Teacher",25,51988.72
"2020-21","ALLEGANY","FRIENDSHIP CSD","Principals & Asst. Principals",2,81635.5
"2020-21","ALLEGANY","FRIENDSHIP CSD","Classroom Teacher",32,55243.78125
"2020-21","ALLEGANY","FILLMORE CSD","Principals & Asst. Principals",2,89350
"2020-21","ALLEGANY","FILLMORE CSD","Classroom Teacher",58,58526.34483
"2020-21","ALLEGANY","WHITESVILLE CSD","Principals & Asst. Principals",1,77438
"2020-21","ALLEGANY","WHITESVILLE CSD","Classroom Teacher",20,51197.65
"2020-21","ALLEGANY","CUBA-RUSHFORD CSD","Principals & Asst. Principals",3,90248.33333
"2020-21","ALLEGANY","CUBA-RUSHFORD CSD","Classroom Teacher",77,53534.76623
"2020-21","ALLEGANY","SCIO CSD","Principals & Asst. Principals",1,91415
"2020-21","ALLEGANY","SCIO CSD","Classroom Teacher",29,58385.89655
"2020-21","ALLEGANY","WELLSVILLE CSD","Principals & Asst. Principals",6,88783.33333
"2020-21","ALLEGANY","WELLSVILLE CSD","Classroom Teacher",104,60124.20192
"2020-21","ALLEGANY","BOLIVAR-RICHBURG CSD","Principals & Asst. Principals",3,92447.66667
"2020-21","ALLEGANY","BOLIVAR-RICHBURG CSD","Classroom Teacher",67,57948.67164
"2020-21","BROOME","CHENANGO FORKS CSD","Principals & Asst. Principals",3,94484.33333
"2020-21","BROOME","CHENANGO FORKS CSD","Classroom Teacher",112,66991.10714
"2020-21","BROOME","BINGHAMTON CITY SD","Principals & Asst. Principals",19,101170.4737
"2020-21","BROOME","BINGHAMTON CITY SD","Classroom Teacher",507,63013.97436
"2020-21","BROOME","HARPURSVILLE CSD","Principals & Asst. Principals",2,96404
"2020-21","BROOME","HARPURSVILLE CSD","Classroom Teacher",62,62175.93548
"2020-21","BROOME","SUSQUEHANNA VALLEY CSD","Principals & Asst. Principals",6,110741.1667
"2020-21","BROOME","SUSQUEHANNA VALLEY CSD","Classroom Teacher",125,69326.16
"2020-21","BROOME","CHENANGO VALLEY CSD","Principals & Asst. Principals",5,97642.8
"2020-21","BROOME","CHENANGO VALLEY CSD","Classroom Teacher",117,62803.07692
"2020-21","BROOME","MAINE-ENDWELL CSD","Principals & Asst. Principals",9,101082.2222
"2020-21","BROOME","MAINE-ENDWELL CSD","Classroom Teacher",166,63768.45181
"2020-21","DELAWARE","DEPOSIT CSD","Principals & Asst. Principals",3,91718.33333
"2020-21","DELAWARE","DEPOSIT CSD","Classroom Teacher",51,61292.01961
"2020-21","BROOME","WHITNEY POINT CSD","Principals & Asst. Principals",4,102731.75
"2020-21","BROOME","WHITNEY POINT CSD","Classroom Teacher",126,63286.78571
"2020-21","BROOME","UNION-ENDICOTT CSD","Principals & Asst. Principals",13,93849.92308
"2020-21","BROOME","UNION-ENDICOTT CSD","Classroom Teacher",299,64177.01003
"2020-21","BROOME","JOHNSON CITY CSD","Principals & Asst. Principals",9,100452.2222
"2020-21","BROOME","JOHNSON CITY CSD","Classroom Teacher",191,60568.93194
"2020-21","BROOME","VESTAL CSD","Principals & Asst. Principals",10,105482.4
"2020-21","BROOME","VESTAL CSD","Classroom Teacher",279,67869.44803
"2020-21","BROOME","WINDSOR CSD","Principals & Asst. Principals",7,105866.4286
"2020-21","BROOME","WINDSOR CSD","Classroom Teacher",140,68695.73571
"2020-21","BROOME","BROOME-DELAWARE-TIOGA BOCES","Principals & Asst. Principals",17,91447.58824
"2020-21","BROOME","BROOME-DELAWARE-TIOGA BOCES","Classroom Teacher",187,60855.27273
"2020-21","CATTARAUGUS","WEST VALLEY CSD","Principals & Asst. Principals",1,94575
"2020-21","CATTARAUGUS","WEST VALLEY CSD","Classroom Teacher",29,59875.55172
"2020-21","CATTARAUGUS","ALLEGANY-LIMESTONE CSD","Principals & Asst. Principals",4,101185.25
"2020-21","CATTARAUGUS","ALLEGANY-LIMESTONE CSD","Classroom Teacher",98,58948.7449
"2020-21","CATTARAUGUS","ELLICOTTVILLE CSD","Principals & Asst. Principals",2,98846.5
"2020-21","CATTARAUGUS","ELLICOTTVILLE CSD","Classroom Teacher",51,68782.05882
"2020-21","CATTARAUGUS","FRANKLINVILLE CSD","Principals & Asst. Principals",2,94245
"2020-21","CATTARAUGUS","FRANKLINVILLE CSD","Classroom Teacher",69,65214.95652
"2020-21","CATTARAUGUS","HINSDALE CSD","Principals & Asst. Principals",1,113912
"2020-21","CATTARAUGUS","HINSDALE CSD","Classroom Teacher",37,60693.37838
"2020-21","CATTARAUGUS","CATTARAUGUS-LITTLE VALLEY CSD","Principals & Asst. Principals",3,92769.66667
"2020-21","CATTARAUGUS","CATTARAUGUS-LITTLE VALLEY CSD","Classroom Teacher",86,57029.66279
"2020-21","CATTARAUGUS","OLEAN CITY SD","Principals & Asst. Principals",6,117193.6667
"2020-21","CATTARAUGUS","OLEAN CITY SD","Classroom Teacher",170,63913.69412
"2020-21","CATTARAUGUS","GOWANDA CSD","Principals & Asst. Principals",4,103961.5
"2020-21","CATTARAUGUS","GOWANDA CSD","Classroom Teacher",118,70509.65254
"2020-21","CATTARAUGUS","PORTVILLE CSD","Principals & Asst. Principals",2,126420.5
"2020-21","CATTARAUGUS","PORTVILLE CSD","Classroom Teacher",67,62873.22388
"2020-21","CATTARAUGUS","RANDOLPH CSD","Principals & Asst. Principals",2,102731
"2020-21","CATTARAUGUS","RANDOLPH CSD","Classroom Teacher",75,64735.94667
"2020-21","CATTARAUGUS","RANDOLPH ACAD UFSD","Principals & Asst. Principals",2,115647
"2020-21","CATTARAUGUS","RANDOLPH ACAD UFSD","Classroom Teacher",31,52607.67742
"2020-21","CATTARAUGUS","SALAMANCA CITY SD","Principals & Asst. Principals",5,97120
"2020-21","CATTARAUGUS","SALAMANCA CITY SD","Classroom Teacher",139,65403.02158
"2020-21","CATTARAUGUS","YORKSHIRE-PIONEER CSD","Principals & Asst. Principals",7,99070.14286
"2020-21","CATTARAUGUS","YORKSHIRE-PIONEER CSD","Classroom Teacher",217,69530.05991
"2020-21","CATTARAUGUS","CATTAR-ALLEGANY-ERIE-WYOMING BOCES","Principals & Asst. Principals",11,109752
"2020-21","CATTARAUGUS","CATTAR-ALLEGANY-ERIE-WYOMING BOCES","Classroom Teacher",129,57637.27907
"2020-21","CAYUGA","AUBURN CITY SD","Principals & Asst. Principals",12,99622.66667
"2020-21","CAYUGA","AUBURN CITY SD","Classroom Teacher",324,68456.25309
"2020-21","CAYUGA","WEEDSPORT CSD","Principals & Asst. Principals",2,110202
"2020-21","CAYUGA","WEEDSPORT CSD","Classroom Teacher",67,73048.29851
"2020-21","CAYUGA","CATO-MERIDIAN CSD","Principals & Asst. Principals",2,93563.5
"2020-21","CAYUGA","CATO-MERIDIAN CSD","Classroom Teacher",72,66792.48611
"2020-21","CAYUGA","SOUTHERN CAYUGA CSD","Principals & Asst. Principals",3,102107.3333
"2020-21","CAYUGA","SOUTHERN CAYUGA CSD","Classroom Teacher",60,63687.85
"2020-21","CAYUGA","PORT BYRON CSD","Principals & Asst. Principals",4,105577.25
"2020-21","CAYUGA","PORT BYRON CSD","Classroom Teacher",51,67698.78431
"2020-21","CAYUGA","MORAVIA CSD","Principals & Asst. Principals",2,127458.5
"2020-21","CAYUGA","MORAVIA CSD","Classroom Teacher",72,63548.84722
"2020-21","CAYUGA","UNION SPRINGS CSD","Principals & Asst. Principals",2,118438
"2020-21","CAYUGA","UNION SPRINGS CSD","Classroom Teacher",72,70729.25
"2020-21","CAYUGA","CAYUGA-ONONDAGA BOCES","Principals & Asst. Principals",6,99863.16667
"2020-21","CAYUGA","CAYUGA-ONONDAGA BOCES","Classroom Teacher",75,62345.21333
"2020-21","CHAUTAUQUA","SOUTHWESTERN CSD AT JAMESTOWN","Principals & Asst. Principals",4,95107.75
"2020-21","CHAUTAUQUA","SOUTHWESTERN CSD AT JAMESTOWN","Classroom Teacher",112,65842.86607
"2020-21","CHAUTAUQUA","FREWSBURG CSD","Principals & Asst. Principals",2,85737
"2020-21","CHAUTAUQUA","FREWSBURG CSD","Classroom Teacher",69,67442.11594
"2020-21","CHAUTAUQUA","CASSADAGA VALLEY CSD","Principals & Asst. Principals",2,92958.5
"2020-21","CHAUTAUQUA","CASSADAGA VALLEY CSD","Classroom Teacher",64,76036.14063
"2020-21","CHAUTAUQUA","CHAUTAUQUA LAKE CSD","Principals & Asst. Principals",2,85431
"2020-21","CHAUTAUQUA","CHAUTAUQUA LAKE CSD","Classroom Teacher",83,67542.54217
"2020-21","CHAUTAUQUA","PINE VALLEY CSD (SOUTH DAYTON)","Principals & Asst. Principals",2,89000
"2020-21","CHAUTAUQUA","PINE VALLEY CSD (SOUTH DAYTON)","Classroom Teacher",54,55612.5
"2020-21","CHAUTAUQUA","CLYMER CSD","Principals & Asst. Principals",3,84518.33333
"2020-21","CHAUTAUQUA","CLYMER CSD","Classroom Teacher",46,60619.56522
"2020-21","CHAUTAUQUA","DUNKIRK CITY SD","Principals & Asst. Principals",9,96117.33333
"2020-21","CHAUTAUQUA","DUNKIRK CITY SD","Classroom Teacher",179,70019.89385
"2020-21","CHAUTAUQUA","BEMUS POINT CSD","Principals & Asst. Principals",2,95567.5
"2020-21","CHAUTAUQUA","BEMUS POINT CSD","Classroom Teacher",65,62277.78462
"2020-21","CHAUTAUQUA","FALCONER CSD","Principals & Asst. Principals",4,102900.5
"2020-21","CHAUTAUQUA","FALCONER CSD","Classroom Teacher",97,62393.46392
"2020-21","CHAUTAUQUA","SILVER CREEK CSD","Principals & Asst. Principals",3,98211
"2020-21","CHAUTAUQUA","SILVER CREEK CSD","Classroom Teacher",104,62431.57692
"2020-21","CHAUTAUQUA","FORESTVILLE CSD","Principals & Asst. Principals",2,104578.5
"2020-21","CHAUTAUQUA","FORESTVILLE CSD","Classroom Teacher",45,64787.57778
"2020-21","CHAUTAUQUA","PANAMA CSD","Principals & Asst. Principals",2,79435
"2020-21","CHAUTAUQUA","PANAMA CSD","Classroom Teacher",50,74699.56
"2020-21","CHAUTAUQUA","JAMESTOWN CITY SD","Principals & Asst. Principals",16,99775.5
"2020-21","CHAUTAUQUA","JAMESTOWN CITY SD","Classroom Teacher",403,66441.23325
"2020-21","CHAUTAUQUA","FREDONIA CSD","Principals & Asst. Principals",6,102909.1667
"2020-21","CHAUTAUQUA","FREDONIA CSD","Classroom Teacher",149,72459.87919
"2020-21","CHAUTAUQUA","BROCTON CSD","Principals & Asst. Principals",2,87279.5
"2020-21","CHAUTAUQUA","BROCTON CSD","Classroom Teacher",54,67607.7963
"2020-21","CHAUTAUQUA","RIPLEY CSD","Principals & Asst. Principals",1,93636
"2020-21","CHAUTAUQUA","RIPLEY CSD","Classroom Teacher",16,59385.3125
"2020-21","CHAUTAUQUA","SHERMAN CSD","Principals & Asst. Principals",2,89406.5
"2020-21","CHAUTAUQUA","SHERMAN CSD","Classroom Teacher",42,63591.80952
"2020-21","CHAUTAUQUA","WESTFIELD CSD","Principals & Asst. Principals",2,91034.5
"2020-21","CHAUTAUQUA","WESTFIELD CSD","Classroom Teacher",69,69972.88406
"2020-21","CHEMUNG","ELMIRA CITY SD","Principals & Asst. Principals",29,107588.2069
"2020-21","CHEMUNG","ELMIRA CITY SD","Classroom Teacher",350,62520.04571
"2020-21","CHEMUNG","FINN ACADEMY: AN ELMIRA CS","Principals & Asst. Principals",1,88200
"2020-21","CHEMUNG","FINN ACADEMY: AN ELMIRA CS","Classroom Teacher",33,44561.48485
"2020-21","CHEMUNG","HORSEHEADS CSD","Principals & Asst. Principals",10,112728.8
"2020-21","CHEMUNG","HORSEHEADS CSD","Classroom Teacher",292,66953.81507
"2020-21","CHEMUNG","ELMIRA HEIGHTS CSD","Principals & Asst. Principals",4,103462.5
"2020-21","CHEMUNG","ELMIRA HEIGHTS CSD","Classroom Teacher",89,58695.22472
"2020-21","CHENANGO","AFTON CSD","Principals & Asst. Principals",3,92625
"2020-21","CHENANGO","AFTON CSD","Classroom Teacher",59,56815.89831
"2020-21","CHENANGO","BAINBRIDGE-GUILFORD CSD","Principals & Asst. Principals",4,95895.5
"2020-21","CHENANGO","BAINBRIDGE-GUILFORD CSD","Classroom Teacher",70,55227.45714
"2020-21","CHENANGO","GREENE CSD","Principals & Asst. Principals",4,89029.75
"2020-21","CHENANGO","GREENE CSD","Classroom Teacher",86,64249.17442
"2020-21","CHENANGO","UNADILLA VALLEY CSD","Principals & Asst. Principals",3,79158
"2020-21","CHENANGO","UNADILLA VALLEY CSD","Classroom Teacher",65,57969.36923
"2020-21","CHENANGO","NORWICH CITY SD","Principals & Asst. Principals",5,92767
"2020-21","CHENANGO","NORWICH CITY SD","Classroom Teacher",134,59570.35075
"2020-21","CHENANGO","GEORGETOWN-SOUTH OTSELIC CSD","Principals & Asst. Principals",1,95790
"2020-21","CHENANGO","GEORGETOWN-SOUTH OTSELIC CSD","Classroom Teacher",25,53486.16
"2020-21","CHENANGO","OXFORD ACADEMY & CSD","Principals & Asst. Principals",3,103508.6667
"2020-21","CHENANGO","OXFORD ACADEMY & CSD","Classroom Teacher",73,62060.13699
"2020-21","CHENANGO","SHERBURNE-EARLVILLE CSD","Principals & Asst. Principals",6,94841.83333
"2020-21","CHENANGO","SHERBURNE-EARLVILLE CSD","Classroom Teacher",127,61916.01575
"2020-21","CLINTON","AUSABLE VALLEY CSD","Principals & Asst. Principals",4,82453.5
"2020-21","CLINTON","AUSABLE VALLEY CSD","Classroom Teacher",96,72005.01042
"2020-21","CLINTON","BEEKMANTOWN CSD","Principals & Asst. Principals",5,93384.2
"2020-21","CLINTON","BEEKMANTOWN CSD","Classroom Teacher",164,69739.28659
"2020-21","CLINTON","NORTHEASTERN CLINTON CSD","Principals & Asst. Principals",4,109367.25
"2020-21","CLINTON","NORTHEASTERN CLINTON CSD","Classroom Teacher",109,69744.45872
"2020-21","CLINTON","CHAZY UFSD","Principals & Asst. Principals",2,111125.5
"2020-21","CLINTON","CHAZY UFSD","Classroom Teacher",45,57135.95556
"2020-21","CLINTON","NORTHERN ADIRONDACK CSD","Principals & Asst. Principals",3,108047
"2020-21","CLINTON","NORTHERN ADIRONDACK CSD","Classroom Teacher",79,70732.34177
"2020-21","CLINTON","PERU CSD","Principals & Asst. Principals",6,105539.3333
"2020-21","CLINTON","PERU CSD","Classroom Teacher",164,66125.53049
"2020-21","CLINTON","PLATTSBURGH CITY SD","Principals & Asst. Principals",6,100195.6667
"2020-21","CLINTON","PLATTSBURGH CITY SD","Classroom Teacher",180,65435.88333
"2020-21","CLINTON","SARANAC CSD","Principals & Asst. Principals",7,101861.4286
"2020-21","CLINTON","SARANAC CSD","Classroom Teacher",126,68441.51587
"2020-21","CLINTON","CLINTON-ESSEX-WARREN-WASHING BOCES","Principals & Asst. Principals",6,95229.33333
"2020-21","CLINTON","CLINTON-ESSEX-WARREN-WASHING BOCES","Classroom Teacher",73,59474.28767
"2020-21","COLUMBIA","TACONIC HILLS CSD","Principals & Asst. Principals",4,116841.75
"2020-21","COLUMBIA","TACONIC HILLS CSD","Classroom Teacher",119,73000.59664
"2020-21","COLUMBIA","GERMANTOWN CSD","Principals & Asst. Principals",2,108112.5
"2020-21","COLUMBIA","GERMANTOWN CSD","Classroom Teacher",47,75730.2766
"2020-21","COLUMBIA","CHATHAM CSD","Principals & Asst. Principals",6,103138.6667
"2020-21","COLUMBIA","CHATHAM CSD","Classroom Teacher",101,66038.0495
"2020-21","COLUMBIA","HUDSON CITY SD","Principals & Asst. Principals",6,111097
"2020-21","COLUMBIA","HUDSON CITY SD","Classroom Teacher",166,79140.98795
"2020-21","COLUMBIA","KINDERHOOK CSD","Principals & Asst. Principals",5,127208.6
"2020-21","COLUMBIA","KINDERHOOK CSD","Classroom Teacher",163,76931.73006
"2020-21","COLUMBIA","NEW LEBANON CSD","Principals & Asst. Principals",3,91243
"2020-21","COLUMBIA","NEW LEBANON CSD","Classroom Teacher",53,63496.67925
"2020-21","CORTLAND","CINCINNATUS CSD","Principals & Asst. Principals",2,98239.5
"2020-21","CORTLAND","CINCINNATUS CSD","Classroom Teacher",61,57652.80328
"2020-21","CORTLAND","CORTLAND CITY SD","Principals & Asst. Principals",7,115675
"2020-21","CORTLAND","CORTLAND CITY SD","Classroom Teacher",189,60392.17989
"2020-21","CORTLAND","MCGRAW CSD","Principals & Asst. Principals",2,100372.5
"2020-21","CORTLAND","MCGRAW CSD","Classroom Teacher",53,59445.30189
"2020-21","CORTLAND","HOMER CSD","Principals & Asst. Principals",5,155809.4
"2020-21","CORTLAND","HOMER CSD","Classroom Teacher",165,62864.04848
"2020-21","CORTLAND","TRUXTON ACADEMY CHARTER SCHOOL","Principals & Asst. Principals",1,71900
"2020-21","CORTLAND","TRUXTON ACADEMY CHARTER SCHOOL","Classroom Teacher",7,39501.42857
"2020-21","CORTLAND","MARATHON CSD","Principals & Asst. Principals",2,104819
"2020-21","CORTLAND","MARATHON CSD","Classroom Teacher",73,61816.87671
"2020-21","DELAWARE","ANDES CSD","Principals & Asst. Principals",1,168157
"2020-21","DELAWARE","ANDES CSD","Classroom Teacher",17,55961.76471
"2020-21","DELAWARE","DOWNSVILLE CSD","Principals & Asst. Principals",2,94049.5
"2020-21","DELAWARE","DOWNSVILLE CSD","Classroom Teacher",38,56999.10526
"2020-21","DELAWARE","CHARLOTTE VALLEY CSD","Classroom Teacher",42,59106.69048
"2020-21","DELAWARE","DELAWARE ACADEMY CSD AT DELHI","Principals & Asst. Principals",2,96109
"2020-21","DELAWARE","DELAWARE ACADEMY CSD AT DELHI","Classroom Teacher",59,59942.05085
"2020-21","DELAWARE","FRANKLIN CSD","Principals & Asst. Principals",1,87950
"2020-21","DELAWARE","FRANKLIN CSD","Classroom Teacher",28,52817.28571
"2020-21","DELAWARE","HANCOCK CSD","Principals & Asst. Principals",1,106328
"2020-21","DELAWARE","HANCOCK CSD","Classroom Teacher",39,55437.92308
"2020-21","DELAWARE","MARGARETVILLE CSD","Principals & Asst. Principals",1,103809
"2020-21","DELAWARE","MARGARETVILLE CSD","Classroom Teacher",42,56349.88095
"2020-21","DELAWARE","ROXBURY CSD","Principals & Asst. Principals",1,98263
"2020-21","DELAWARE","ROXBURY CSD","Classroom Teacher",34,60562.64706
"2020-21","DELAWARE","SIDNEY CSD","Principals & Asst. Principals",2,100501
"2020-21","DELAWARE","SIDNEY CSD","Classroom Teacher",86,60009.40698
"2020-21","DELAWARE","STAMFORD CSD","Principals & Asst. Principals",1,95000
"2020-21","DELAWARE","STAMFORD CSD","Classroom Teacher",28,54626.03571
"2020-21","DELAWARE","SOUTH KORTRIGHT CSD","Principals & Asst. Principals",2,83350
"2020-21","DELAWARE","SOUTH KORTRIGHT CSD","Classroom Teacher",34,54376.11765
"2020-21","DELAWARE","WALTON CSD","Principals & Asst. Principals",3,93183.33333
"2020-21","DELAWARE","WALTON CSD","Classroom Teacher",75,61625.88
"2020-21","CHENANGO","DELAW-CHENANGO-MADISON-OTSEGO BOCES","Principals & Asst. Principals",1,98998
"2020-21","CHENANGO","DELAW-CHENANGO-MADISON-OTSEGO BOCES","Classroom Teacher",67,56989.8209
"2020-21","DUTCHESS","BEACON CITY SD","Principals & Asst. Principals",10,123189.4
"2020-21","DUTCHESS","BEACON CITY SD","Classroom Teacher",252,87811.57937
"2020-21","DUTCHESS","DOVER UFSD","Principals & Asst. Principals",5,130979.6
"2020-21","DUTCHESS","DOVER UFSD","Classroom Teacher",111,87989.4955
"2020-21","DUTCHESS","HYDE PARK CSD","Principals & Asst. Principals",12,134704.9167
"2020-21","DUTCHESS","HYDE PARK CSD","Classroom Teacher",279,89296.31541
"2020-21","DUTCHESS","NORTHEAST CSD","Principals & Asst. Principals",3,115094.6667
"2020-21","DUTCHESS","NORTHEAST CSD","Classroom Teacher",67,83385.58209
"2020-21","DUTCHESS","PAWLING CSD","Principals & Asst. Principals",4,148041.5
"2020-21","DUTCHESS","PAWLING CSD","Classroom Teacher",93,90341.56989
"2020-21","DUTCHESS","PINE PLAINS CSD","Principals & Asst. Principals",4,123066.75
"2020-21","DUTCHESS","PINE PLAINS CSD","Classroom Teacher",95,84418.06316
"2020-21","DUTCHESS","POUGHKEEPSIE CITY SD","Principals & Asst. Principals",15,110677.2667
"2020-21","DUTCHESS","POUGHKEEPSIE CITY SD","Classroom Teacher",315,87259.70476
"2020-21","DUTCHESS","ARLINGTON CSD","Principals & Asst. Principals",25,149919.96
"2020-21","DUTCHESS","ARLINGTON CSD","Classroom Teacher",668,96516.14072
"2020-21","DUTCHESS","SPACKENKILL UFSD","Principals & Asst. Principals",6,140698.5
"2020-21","DUTCHESS","SPACKENKILL UFSD","Classroom Teacher",151,97272.51656
"2020-21","DUTCHESS","RED HOOK CSD","Principals & Asst. Principals",6,144000.6667
"2020-21","DUTCHESS","RED HOOK CSD","Classroom Teacher",160,93096.5
"2020-21","DUTCHESS","RHINEBECK CSD","Principals & Asst. Principals",5,155399.2
"2020-21","DUTCHESS","RHINEBECK CSD","Classroom Teacher",97,90201.1134
"2020-21","DUTCHESS","WAPPINGERS CSD","Principals & Asst. Principals",22,133029.6364
"2020-21","DUTCHESS","WAPPINGERS CSD","Classroom Teacher",733,99728.04093
"2020-21","DUTCHESS","MILLBROOK CSD","Principals & Asst. Principals",4,129882.5
"2020-21","DUTCHESS","MILLBROOK CSD","Classroom Teacher",85,90021.54118
"2020-21","DUTCHESS","DUTCHESS BOCES","Principals & Asst. Principals",4,115672
"2020-21","DUTCHESS","DUTCHESS BOCES","Classroom Teacher",89,80332.95506
"2020-21","ERIE","ALDEN CSD","Principals & Asst. Principals",5,108387.4
"2020-21","ERIE","ALDEN CSD","Classroom Teacher",115,81091.13043
"2020-21","ERIE","AMHERST CSD","Principals & Asst. Principals",7,115336.1429
"2020-21","ERIE","AMHERST CSD","Classroom Teacher",256,72773.51953
"2020-21","ERIE","WILLIAMSVILLE CSD","Principals & Asst. Principals",34,106602.9706
"2020-21","ERIE","WILLIAMSVILLE CSD","Classroom Teacher",828,82212.7814
"2020-21","ERIE","SWEET HOME CSD","Principals & Asst. Principals",10,120408.6
"2020-21","ERIE","SWEET HOME CSD","Classroom Teacher",295,84721.99322
"2020-21","ERIE","EAST AURORA UFSD","Principals & Asst. Principals",5,107205.2
"2020-21","ERIE","EAST AURORA UFSD","Classroom Teacher",135,70740.37778
"2020-21","ERIE","BUFFALO CITY SD","Principals & Asst. Principals",181,105302.2541
"2020-21","ERIE","BUFFALO CITY SD","Classroom Teacher",3108,69193.20689
"2020-21","ERIE","KING CENTER CHARTER SCHOOL","Principals & Asst. Principals",2,91475.5
"2020-21","ERIE","KING CENTER CHARTER SCHOOL","Classroom Teacher",33,55139.60606
"2020-21","ERIE","SOUTH BUFFALO CHARTER SCHOOL","Principals & Asst. Principals",4,88530
"2020-21","ERIE","SOUTH BUFFALO CHARTER SCHOOL","Classroom Teacher",70,47350.54286
"2020-21","ERIE","TAPESTRY CHARTER SCHOOL","Principals & Asst. Principals",6,92513.66667
"2020-21","ERIE","TAPESTRY CHARTER SCHOOL","Classroom Teacher",84,48278.02381
"2020-21","ERIE","BUFFALO UNITED CHARTER SCHOOL","Principals & Asst. Principals",6,92436.66667
"2020-21","ERIE","BUFFALO UNITED CHARTER SCHOOL","Classroom Teacher",35,54250.4
"2020-21","ERIE","ENTERPRISE CHARTER SCHOOL","Classroom Teacher",31,42911.32258
