"report_school_year","county_desc","district_name","staff_ind_desc","total_staff_count","avg_sal"
"2020-21","WARREN","BOLTON CSD","Principals & Asst. Principals",1,100170
"2020-21","WARREN","BOLTON CSD","Classroom Teacher",26,72404.03846
"2020-21","WARREN","NORTH WARREN CSD","Principals & Asst. Principals",2,91999.5
"2020-21","WARREN","NORTH WARREN CSD","Classroom Teacher",57,64829.73684
"2020-21","WARREN","GLENS FALLS CITY SD","Principals & Asst. Principals",9,112776
"2020-21","WARREN","GLENS FALLS CITY SD","Classroom Teacher",166,68290.30723
"2020-21","WARREN","JOHNSBURG CSD","Principals & Asst. Principals",1,99194
"2020-21","WARREN","JOHNSBURG CSD","Classroom Teacher",35,67056.48571
"2020-21","WARREN","LAKE GEORGE CSD","Principals & Asst. Principals",2,130945
"2020-21","WARREN","LAKE GEORGE CSD","Classroom Teacher",87,71443.36782
"2020-21","WARREN","HADLEY-LUZERNE CSD","Principals & Asst. Principals",2,104170
"2020-21","WARREN","HADLEY-LUZERNE CSD","Classroom Teacher",79,72115.48101
"2020-21","WARREN","QUEENSBURY UFSD","Principals & Asst. Principals",6,110593
"2020-21","WARREN","QUEENSBURY UFSD","Classroom Teacher",234,70337.87179
"2020-21","WARREN","GLENS FALLS COMN SD","Principals & Asst. Principals",1,1e+05
"2020-21","WARREN","GLENS FALLS COMN SD","Classroom Teacher",17,54928.58824
"2020-21","WARREN","WARRENSBURG CSD","Principals & Asst. Principals",2,116128
"2020-21","WARREN","WARRENSBURG CSD","Classroom Teacher",78,66849.94872
"2020-21","WASHINGTON","ARGYLE CSD","Principals & Asst. Principals",2,106112.5
"2020-21","WASHINGTON","ARGYLE CSD","Classroom Teacher",52,64627.63462
"2020-21","WASHINGTON","FORT ANN CSD","Principals & Asst. Principals",2,103674
"2020-21","WASHINGTON","FORT ANN CSD","Classroom Teacher",42,61468.40476
"2020-21","WASHINGTON","FORT EDWARD UFSD","Principals & Asst. Principals",2,79862.5
"2020-21","WASHINGTON","FORT EDWARD UFSD","Classroom Teacher",36,69107.72222
"2020-21","WASHINGTON","GRANVILLE CSD","Principals & Asst. Principals",3,96481.33333
"2020-21","WASHINGTON","GRANVILLE CSD","Classroom Teacher",93,57550.51613
"2020-21","WASHINGTON","GREENWICH CSD","Principals & Asst. Principals",4,104565.5
"2020-21","WASHINGTON","GREENWICH CSD","Classroom Teacher",80,71663.4
"2020-21","WASHINGTON","HARTFORD CSD","Principals & Asst. Principals",2,99250.5
"2020-21","WASHINGTON","HARTFORD CSD","Classroom Teacher",49,62127.08163
"2020-21","WASHINGTON","HUDSON FALLS CSD","Principals & Asst. Principals",9,101255.1111
"2020-21","WASHINGTON","HUDSON FALLS CSD","Classroom Teacher",172,60720.7907
"2020-21","WASHINGTON","PUTNAM CSD","Principals & Asst. Principals",1,150000
"2020-21","WASHINGTON","PUTNAM CSD","Classroom Teacher",9,49482.66667
"2020-21","WASHINGTON","SALEM CSD","Principals & Asst. Principals",2,83750
"2020-21","WASHINGTON","SALEM CSD","Classroom Teacher",52,72914.38462
"2020-21","WASHINGTON","CAMBRIDGE CSD","Principals & Asst. Principals",4,108717.5
"2020-21","WASHINGTON","CAMBRIDGE CSD","Classroom Teacher",78,66876.05128
"2020-21","WASHINGTON","WHITEHALL CSD","Principals & Asst. Principals",2,91350
"2020-21","WASHINGTON","WHITEHALL CSD","Classroom Teacher",76,58238.39474
"2020-21","WASHINGTON","WASHING-SARA-WAR-HAMLTN-ESSEX BOCES","Principals & Asst. Principals",9,94569.22222
"2020-21","WASHINGTON","WASHING-SARA-WAR-HAMLTN-ESSEX BOCES","Classroom Teacher",132,58592.26515
"2020-21","WAYNE","NEWARK CSD","Principals & Asst. Principals",14,92644.92857
"2020-21","WAYNE","NEWARK CSD","Classroom Teacher",208,53482.45192
"2020-21","WAYNE","CLYDE-SAVANNAH CSD","Principals & Asst. Principals",5,88540.8
"2020-21","WAYNE","CLYDE-SAVANNAH CSD","Classroom Teacher",72,58126.54167
"2020-21","WAYNE","LYONS CSD","Principals & Asst. Principals",3,86857.66667
"2020-21","WAYNE","LYONS CSD","Classroom Teacher",78,60682.03846
"2020-21","WAYNE","MARION CSD","Principals & Asst. Principals",3,93043.66667
"2020-21","WAYNE","MARION CSD","Classroom Teacher",66,56043.74242
"2020-21","WAYNE","WAYNE CSD","Principals & Asst. Principals",6,107862.5
"2020-21","WAYNE","WAYNE CSD","Classroom Teacher",200,61787.225
"2020-21","WAYNE","PALMYRA-MACEDON CSD","Principals & Asst. Principals",6,104348.5
"2020-21","WAYNE","PALMYRA-MACEDON CSD","Classroom Teacher",167,60642.0479
"2020-21","WAYNE","GANANDA CSD","Principals & Asst. Principals",6,124647.1667
"2020-21","WAYNE","GANANDA CSD","Classroom Teacher",98,55014.16327
"2020-21","WAYNE","SODUS CSD","Principals & Asst. Principals",5,91977.6
"2020-21","WAYNE","SODUS CSD","Classroom Teacher",114,59398.5
"2020-21","WAYNE","WILLIAMSON CSD","Principals & Asst. Principals",6,92163.16667
"2020-21","WAYNE","WILLIAMSON CSD","Classroom Teacher",95,59995.03158
"2020-21","WAYNE","NORTH ROSE-WOLCOTT CSD","Principals & Asst. Principals",7,102785
"2020-21","WAYNE","NORTH ROSE-WOLCOTT CSD","Classroom Teacher",122,56445.63934
"2020-21","WAYNE","RED CREEK CSD","Principals & Asst. Principals",3,96416.33333
"2020-21","WAYNE","RED CREEK CSD","Classroom Teacher",87,59854.8046
"2020-21","WESTCHESTER","KATONAH-LEWISBORO UFSD","Principals & Asst. Principals",13,182610.7692
"2020-21","WESTCHESTER","KATONAH-LEWISBORO UFSD","Classroom Teacher",255,124872.7412
"2020-21","WESTCHESTER","BEDFORD CSD","Principals & Asst. Principals",13,182301.4615
"2020-21","WESTCHESTER","BEDFORD CSD","Classroom Teacher",329,114852.2857
"2020-21","WESTCHESTER","CROTON-HARMON UFSD","Principals & Asst. Principals",6,160584.8333
"2020-21","WESTCHESTER","CROTON-HARMON UFSD","Classroom Teacher",145,102625.9103
"2020-21","WESTCHESTER","HENDRICK HUDSON CSD","Principals & Asst. Principals",8,165840.875
"2020-21","WESTCHESTER","HENDRICK HUDSON CSD","Classroom Teacher",233,108682.7167
"2020-21","WESTCHESTER","EASTCHESTER UFSD","Principals & Asst. Principals",8,174680.5
"2020-21","WESTCHESTER","EASTCHESTER UFSD","Classroom Teacher",262,114090.4504
"2020-21","WESTCHESTER","TUCKAHOE UFSD","Principals & Asst. Principals",5,171665
"2020-21","WESTCHESTER","TUCKAHOE UFSD","Classroom Teacher",104,102966.8173
"2020-21","WESTCHESTER","BRONXVILLE UFSD","Principals & Asst. Principals",5,185455.2
"2020-21","WESTCHESTER","BRONXVILLE UFSD","Classroom Teacher",118,115593.4407
"2020-21","WESTCHESTER","UFSD-TARRYTOWNS","Principals & Asst. Principals",8,164539.125
"2020-21","WESTCHESTER","UFSD-TARRYTOWNS","Classroom Teacher",238,115606.9538
"2020-21","WESTCHESTER","IRVINGTON UFSD","Principals & Asst. Principals",7,162178.8571
"2020-21","WESTCHESTER","IRVINGTON UFSD","Classroom Teacher",121,111337.3058
"2020-21","WESTCHESTER","DOBBS FERRY UFSD","Principals & Asst. Principals",6,168748.8333
"2020-21","WESTCHESTER","DOBBS FERRY UFSD","Classroom Teacher",147,108368.619
"2020-21","WESTCHESTER","HASTINGS-ON-HUDSON UFSD","Principals & Asst. Principals",6,161339.6667
"2020-21","WESTCHESTER","HASTINGS-ON-HUDSON UFSD","Classroom Teacher",152,114987.1118
"2020-21","WESTCHESTER","ARDSLEY UFSD","Principals & Asst. Principals",6,148781.1667
"2020-21","WESTCHESTER","ARDSLEY UFSD","Classroom Teacher",200,113100.545
"2020-21","WESTCHESTER","EDGEMONT UFSD","Principals & Asst. Principals",7,171950.2857
"2020-21","WESTCHESTER","EDGEMONT UFSD","Classroom Teacher",170,124531.1059
"2020-21","WESTCHESTER","GREENBURGH CSD","Principals & Asst. Principals",9,155589.8889
"2020-21","WESTCHESTER","GREENBURGH CSD","Classroom Teacher",88,105463.3977
"2020-21","WESTCHESTER","ELMSFORD UFSD","Principals & Asst. Principals",4,154972.25
"2020-21","WESTCHESTER","ELMSFORD UFSD","Classroom Teacher",93,114056.8817
"2020-21","WESTCHESTER","GREENBURGH-GRAHAM UFSD","Principals & Asst. Principals",2,171865.5
"2020-21","WESTCHESTER","GREENBURGH-GRAHAM UFSD","Classroom Teacher",26,89582.61538
"2020-21","WESTCHESTER","GREENBURGH ELEVEN UFSD","Principals & Asst. Principals",3,165000
"2020-21","WESTCHESTER","GREENBURGH ELEVEN UFSD","Classroom Teacher",26,102106.8846
"2020-21","WESTCHESTER","GREENBURGH-NORTH CASTLE UFSD","Principals & Asst. Principals",6,154307.5
"2020-21","WESTCHESTER","GREENBURGH-NORTH CASTLE UFSD","Classroom Teacher",75,82412.84
"2020-21","WESTCHESTER","HARRISON CSD","Principals & Asst. Principals",11,178077.1818
"2020-21","WESTCHESTER","HARRISON CSD","Classroom Teacher",334,119476.1497
"2020-21","WESTCHESTER","MAMARONECK UFSD","Principals & Asst. Principals",16,161056
"2020-21","WESTCHESTER","MAMARONECK UFSD","Classroom Teacher",431,111908.5406
"2020-21","WESTCHESTER","MT PLEASANT CSD","Principals & Asst. Principals",6,177363.1667
"2020-21","WESTCHESTER","MT PLEASANT CSD","Classroom Teacher",173,115759.6763
"2020-21","WESTCHESTER","POCANTICO HILLS CSD","Principals & Asst. Principals",1,192900
"2020-21","WESTCHESTER","POCANTICO HILLS CSD","Classroom Teacher",42,103864.9524
"2020-21","WESTCHESTER","HAWTHORNE-CEDAR KNOLLS UFSD","Principals & Asst. Principals",6,148997.3333
"2020-21","WESTCHESTER","HAWTHORNE-CEDAR KNOLLS UFSD","Classroom Teacher",32,90220.71875
"2020-21","WESTCHESTER","MT PLEASANT-COTTAGE UFSD","Principals & Asst. Principals",3,133981.3333
"2020-21","WESTCHESTER","MT PLEASANT-COTTAGE UFSD","Classroom Teacher",42,84915.80952
"2020-21","WESTCHESTER","VALHALLA UFSD","Principals & Asst. Principals",5,160141
"2020-21","WESTCHESTER","VALHALLA UFSD","Classroom Teacher",144,114775.9236
"2020-21","WESTCHESTER","MT PLEASANT-BLYTHEDALE UFSD","Principals & Asst. Principals",2,167879.5
"2020-21","WESTCHESTER","MT PLEASANT-BLYTHEDALE UFSD","Classroom Teacher",17,93691.70588
"2020-21","WESTCHESTER","PLEASANTVILLE UFSD","Principals & Asst. Principals",6,167493.1667
"2020-21","WESTCHESTER","PLEASANTVILLE UFSD","Classroom Teacher",148,103256.7703
"2020-21","WESTCHESTER","MT VERNON SCHOOL DISTRICT","Principals & Asst. Principals",28,161757.3214
"2020-21","WESTCHESTER","MT VERNON SCHOOL DISTRICT","Classroom Teacher",591,99623.90863
"2020-21","WESTCHESTER","AMANI PUBLIC CHARTER SCHOOL","Principals & Asst. Principals",2,107820
"2020-21","WESTCHESTER","AMANI PUBLIC CHARTER SCHOOL","Classroom Teacher",34,65714.38235
"2020-21","WESTCHESTER","CHAPPAQUA CSD","Principals & Asst. Principals",15,178723
"2020-21","WESTCHESTER","CHAPPAQUA CSD","Classroom Teacher",329,121411.8389
"2020-21","WESTCHESTER","NEW ROCHELLE CITY SD","Principals & Asst. Principals",23,167004.7826
"2020-21","WESTCHESTER","NEW ROCHELLE CITY SD","Classroom Teacher",725,118697.2179
"2020-21","WESTCHESTER","BYRAM HILLS CSD","Principals & Asst. Principals",9,169632.5556
"2020-21","WESTCHESTER","BYRAM HILLS CSD","Classroom Teacher",238,126689.6387
"2020-21","WESTCHESTER","NORTH SALEM CSD","Principals & Asst. Principals",4,178662
"2020-21","WESTCHESTER","NORTH SALEM CSD","Classroom Teacher",118,126094.5508
"2020-21","WESTCHESTER","OSSINING UFSD","Principals & Asst. Principals",13,161756.1538
"2020-21","WESTCHESTER","OSSINING UFSD","Classroom Teacher",398,108921.7764
"2020-21","WESTCHESTER","BRIARCLIFF MANOR UFSD","Principals & Asst. Principals",7,173999.7143
"2020-21","WESTCHESTER","BRIARCLIFF MANOR UFSD","Classroom Teacher",132,129372.0833
"2020-21","WESTCHESTER","PEEKSKILL CITY SD","Principals & Asst. Principals",14,150027
"2020-21","WESTCHESTER","PEEKSKILL CITY SD","Classroom Teacher",284,103672.169
"2020-21","WESTCHESTER","PELHAM UFSD","Principals & Asst. Principals",8,172066.125
"2020-21","WESTCHESTER","PELHAM UFSD","Classroom Teacher",231,119824.8874
"2020-21","WESTCHESTER","RYE CITY SD","Principals & Asst. Principals",12,163252.8333
"2020-21","WESTCHESTER","RYE CITY SD","Classroom Teacher",289,115290.0761
"2020-21","WESTCHESTER","RYE NECK UFSD","Principals & Asst. Principals",4,181075
"2020-21","WESTCHESTER","RYE NECK UFSD","Classroom Teacher",133,100965.8195
"2020-21","WESTCHESTER","PORT CHESTER-RYE UFSD","Principals & Asst. Principals",11,179692.0909
"2020-21","WESTCHESTER","PORT CHESTER-RYE UFSD","Classroom Teacher",315,106612.3968
"2020-21","WESTCHESTER","BLIND BROOK-RYE UFSD","Principals & Asst. Principals",6,183150
"2020-21","WESTCHESTER","BLIND BROOK-RYE UFSD","Classroom Teacher",119,121950.0336
"2020-21","WESTCHESTER","SCARSDALE UFSD","Principals & Asst. Principals",17,198228.8235
"2020-21","WESTCHESTER","SCARSDALE UFSD","Classroom Teacher",374,134370.7193
"2020-21","WESTCHESTER","SOMERS CSD","Principals & Asst. Principals",9,161878
"2020-21","WESTCHESTER","SOMERS CSD","Classroom Teacher",261,112441.9195
"2020-21","WESTCHESTER","WHITE PLAINS CITY SD","Principals & Asst. Principals",18,168976.1667
"2020-21","WESTCHESTER","WHITE PLAINS CITY SD","Classroom Teacher",582,117552.3144
"2020-21","WESTCHESTER","YONKERS CITY SD","Principals & Asst. Principals",105,169230.9048
"2020-21","WESTCHESTER","YONKERS CITY SD","Classroom Teacher",1429,133097.3814
"2020-21","WESTCHESTER","CHARTER SCH-EDUC EXCELLENCE","Principals & Asst. Principals",3,146666.6667
"2020-21","WESTCHESTER","CHARTER SCH-EDUC EXCELLENCE","Classroom Teacher",47,61488.21277
"2020-21","WESTCHESTER","LAKELAND CSD","Principals & Asst. Principals",19,153445.4737
"2020-21","WESTCHESTER","LAKELAND CSD","Classroom Teacher",467,111830.2463
"2020-21","WESTCHESTER","YORKTOWN CSD","Principals & Asst. Principals",13,170913.8462
"2020-21","WESTCHESTER","YORKTOWN CSD","Classroom Teacher",306,113425.451
"2020-21","WESTCHESTER","WESTCHESTER BOCES","Principals & Asst. Principals",11,146784.5455
"2020-21","WESTCHESTER","WESTCHESTER BOCES","Classroom Teacher",76,108684.4737
"2020-21","WYOMING","ATTICA CSD","Principals & Asst. Principals",6,108323
"2020-21","WYOMING","ATTICA CSD","Classroom Teacher",128,60784.57031
"2020-21","WYOMING","LETCHWORTH CSD","Principals & Asst. Principals",4,93403.5
"2020-21","WYOMING","LETCHWORTH CSD","Classroom Teacher",102,50728.15686
"2020-21","WYOMING","WYOMING CSD","Principals & Asst. Principals",1,123687
"2020-21","WYOMING","WYOMING CSD","Classroom Teacher",16,52087.5
"2020-21","WYOMING","PERRY CSD","Principals & Asst. Principals",2,95587.5
"2020-21","WYOMING","PERRY CSD","Classroom Teacher",90,50003.98889
"2020-21","WYOMING","WARSAW CSD","Principals & Asst. Principals",4,83811
"2020-21","WYOMING","WARSAW CSD","Classroom Teacher",97,54005.70103
"2020-21","YATES","PENN YAN CSD","Principals & Asst. Principals",6,99199
"2020-21","YATES","PENN YAN CSD","Classroom Teacher",152,57007.32237
"2020-21","YATES","DUNDEE CSD","Principals & Asst. Principals",2,123885
"2020-21","YATES","DUNDEE CSD","Classroom Teacher",74,59864.22973
