District.Name,Month,NewCasesStudents,NewCasesTeachers,NewCasesStaff,num.report.school,AccuCasesStudents,AccuCasesTeachers,AccuCasesStaff,NCESDistrictID,pop.5.17,Norm.New.Stud,share_inperson,share_hybrid,share_virtual
CLYDE-SAVANNAH CSD,2021-06-01,0,1,0,1,18,4,6,3607860,857,0,0.48289475,0.51710528,0
CLYMER CSD,2020-11-01,1,1,0,1,1,1,0,3607890,597,1.6750418760469012,1,0,0
CLYMER CSD,2020-12-01,6,7,0,1,7,8,0,3607890,597,10.050251256281408,0.13321492,0.86678511,0
CLYMER CSD,2021-01-01,3,0,0,1,10,8,0,3607890,597,5.025125628140704,0.93823528,0.061764706,0
CLYMER CSD,2021-05-01,3,0,0,1,13,8,0,3607890,597,5.025125628140704,1,0,0
COBLESKILL-RICHMONDVILLE CSD,2020-10-01,0,1,0,1,0,1,0,3600010,1723,0,0.675219,0.32478097,0
COBLESKILL-RICHMONDVILLE CSD,2020-11-01,3,0,0,2,3,1,0,3600010,1723,1.7411491584445735,0.68148565,0.31851435,0
COBLESKILL-RICHMONDVILLE CSD,2020-12-01,6,2,8,4,9,3,8,3600010,1723,3.482298316889147,0.675219,0.32478097,0
COBLESKILL-RICHMONDVILLE CSD,2021-01-01,13,2,6,4,22,5,14,3600010,1723,7.544979686593152,0.675219,0.32478097,0
COBLESKILL-RICHMONDVILLE CSD,2021-02-01,6,1,4,4,28,6,18,3600010,1723,3.482298316889147,0.675219,0.32478097,0
COBLESKILL-RICHMONDVILLE CSD,2021-03-01,14,1,2,4,42,7,20,3600010,1723,8.12536273940801,0.67631674,0.32368326,0
COBLESKILL-RICHMONDVILLE CSD,2021-04-01,10,1,2,4,52,8,22,3600010,1723,5.803830528148578,0.675219,0.32478097,0
COBLESKILL-RICHMONDVILLE CSD,2021-05-01,4,0,0,2,56,8,22,3600010,1723,2.321532211259431,0.675219,0.32478097,0
COBLESKILL-RICHMONDVILLE CSD,2021-06-01,0,0,1,1,56,8,23,3600010,1723,0,0.67531043,0.32468954,0
COHOES CITY SD,2020-10-01,1,0,0,1,1,0,0,3607980,1984,0.5040322580645161,0.4766123,0.52338767,0
COHOES CITY SD,2020-11-01,2,0,0,2,3,0,0,3607980,1984,1.0080645161290323,0.50597697,0.49402303,0
COHOES CITY SD,2020-12-01,15,2,2,5,18,2,2,3607980,1984,7.560483870967742,0.49697676,0.50302327,0
COHOES CITY SD,2021-01-01,46,4,3,5,64,6,5,3607980,1984,23.185483870967744,0.49661785,0.50338215,0
COHOES CITY SD,2021-02-01,7,0,1,4,71,6,6,3607980,1984,3.528225806451613,0.49706444,0.50293559,0
COHOES CITY SD,2021-03-01,8,2,2,4,79,8,8,3607980,1984,4.032258064516129,0.62822187,0.37177813,0
COHOES CITY SD,2021-04-01,17,0,3,5,96,8,11,3607980,1984,8.568548387096774,0.50076222,0.49923781,0
COHOES CITY SD,2021-05-01,4,0,1,2,100,8,12,3607980,1984,2.0161290322580645,0.5012266,0.4987734,0
COLD SPRING HARBOR CSD,2020-09-01,1,0,0,1,1,0,0,3608010,1904,0.5252100840336135,0,1,0
COLD SPRING HARBOR CSD,2020-10-01,2,0,1,1,3,0,1,3608010,1904,1.050420168067227,0.22546785,0.77453214,0
COLD SPRING HARBOR CSD,2020-11-01,6,1,0,2,9,1,1,3608010,1904,3.1512605042016806,0.49579102,0.50420898,0
COLD SPRING HARBOR CSD,2020-12-01,17,2,2,3,26,3,3,3608010,1904,8.928571428571429,0.39133334,0.17366651,0.43500015
COLD SPRING HARBOR CSD,2021-01-01,25,9,5,4,51,12,8,3608010,1904,13.130252100840336,0.46938252,0.46875,0.06186749
COLD SPRING HARBOR CSD,2021-02-01,27,2,3,4,78,14,11,3608010,1904,14.180672268907562,0.51894653,0.48105344,0
COLD SPRING HARBOR CSD,2021-03-01,27,1,0,2,105,15,11,3608010,1904,14.180672268907562,1,0,0
COLD SPRING HARBOR CSD,2021-04-01,28,0,1,4,133,15,12,3608010,1904,14.705882352941176,1,0,0
COLD SPRING HARBOR CSD,2021-05-01,2,1,0,3,135,16,12,3608010,1904,1.050420168067227,1,0,0
COLD SPRING HARBOR CSD,2021-06-01,3,0,0,3,138,16,12,3608010,1904,1.5756302521008403,1,0,0
COLTON-PIERREPONT CSD,2020-12-01,1,2,0,1,1,2,0,3608100,314,3.1847133757961785,1,0,0
COLTON-PIERREPONT CSD,2021-01-01,17,1,1,1,18,3,1,3608100,314,54.140127388535035,1,0,0
COLTON-PIERREPONT CSD,2021-02-01,6,2,0,1,24,5,1,3608100,314,19.108280254777068,1,0,0
COLTON-PIERREPONT CSD,2021-04-01,3,0,0,1,27,5,1,3608100,314,9.554140127388534,1,0,0
COMMACK UFSD,2020-10-01,6,1,2,4,6,1,2,3608130,6613,0.9073037955542114,0.42144623,0.5785538,0
COMMACK UFSD,2020-11-01,18,2,3,7,24,3,5,3608130,6613,2.7219113866626343,0.41572177,0.58427823,0
COMMACK UFSD,2020-12-01,33,11,4,6,57,14,9,3608130,6613,4.990170875548163,0.41239795,0.58760208,0
COMMACK UFSD,2021-01-01,110,8,28,8,167,22,37,3608130,6613,16.633902918493877,0.41229293,0.58770704,0
COMMACK UFSD,2021-02-01,41,8,7,7,208,30,44,3608130,6613,6.199909269620445,0.41201341,0.58798659,0
COMMACK UFSD,2021-03-01,91,4,7,6,299,34,51,3608130,6613,13.760774232572206,0.41217512,0.58782488,0
COMMACK UFSD,2021-04-01,81,3,4,8,380,37,55,3608130,6613,12.248601239981854,0.41217512,0.58782488,0
COMMACK UFSD,2021-05-01,12,1,0,4,392,38,55,3608130,6613,1.8146075911084227,0.41217512,0.58782488,0
CONNETQUOT CSD,2020-10-01,13,2,3,6,13,2,3,3608160,5804,2.239834596829773,0.44890997,0.55109006,0
CONNETQUOT CSD,2020-11-01,22,8,11,10,35,10,14,3608160,5804,3.790489317711923,0.44884187,0.55115813,0
CONNETQUOT CSD,2020-12-01,54,21,25,10,89,31,39,3608160,5804,9.303928325292901,0.45382252,0.54617751,0
CONNETQUOT CSD,2021-01-01,149,28,24,10,238,59,63,3608160,5804,25.67195037904893,0.44884187,0.55115813,0
CONNETQUOT CSD,2021-02-01,48,12,8,10,286,71,71,3608160,5804,8.270158511371468,0.44884187,0.55115813,0
CONNETQUOT CSD,2021-03-01,63,7,9,10,349,78,80,3608160,5804,10.854583046175051,0.44884187,0.55115813,0
CONNETQUOT CSD,2021-04-01,108,2,9,9,457,80,89,3608160,5804,18.607856650585802,0.44884187,0.55115813,0
CONNETQUOT CSD,2021-05-01,15,2,3,8,472,82,92,3608160,5804,2.584424534803584,0.44884187,0.55115813,0
CONNETQUOT CSD,2021-06-01,4,0,1,3,476,82,93,3608160,5804,0.6891798759476223,0.44922861,0.55077142,0
COOPERSTOWN CSD,2020-09-01,1,0,0,1,1,0,0,3608250,810,1.2345679012345678,0,0.43746224,0.56253779
COOPERSTOWN CSD,2020-10-01,0,0,1,1,1,0,1,3608250,810,0,0,1,0
COOPERSTOWN CSD,2020-11-01,0,1,0,1,1,1,1,3608250,810,0,0,1,0
COOPERSTOWN CSD,2020-12-01,2,2,5,2,3,3,6,3608250,810,2.4691358024691357,0,0.34711644,0.65288359
COOPERSTOWN CSD,2021-01-01,0,0,1,1,3,3,7,3608250,810,0,0,0.48244038,0.51755965
COPENHAGEN CSD,2020-11-01,3,0,3,1,3,0,3,3608280,451,6.651884700665189,1,0,0
COPENHAGEN CSD,2020-12-01,0,1,1,1,3,1,4,3608280,451,0,1,0,0
COPENHAGEN CSD,2021-01-01,16,3,5,1,19,4,9,3608280,451,35.47671840354767,1,0,0
COPENHAGEN CSD,2021-02-01,4,1,1,1,23,5,10,3608280,451,8.869179600886918,1,0,0
COPENHAGEN CSD,2021-03-01,1,0,0,1,24,5,10,3608280,451,2.2172949002217295,1,0,0
COPENHAGEN CSD,2021-04-01,1,0,0,1,25,5,10,3608280,451,2.2172949002217295,1,0,0
COPENHAGEN CSD,2021-05-01,0,0,1,1,25,5,11,3608280,451,0,1,0,0
COPENHAGEN CSD,2021-06-01,1,0,0,1,26,5,11,3608280,451,2.2172949002217295,1,0,0
COPIAGUE UFSD,2020-09-01,1,1,0,2,1,1,0,3608310,4266,0.23441162681669012,0,0.6798591,0.3201409
COPIAGUE UFSD,2020-10-01,5,0,0,3,6,1,0,3608310,4266,1.1720581340834506,0,0.68115973,0.3188403
COPIAGUE UFSD,2020-11-01,7,2,0,5,13,3,0,3608310,4266,1.6408813877168307,0,0.68195504,0.31804493
COPIAGUE UFSD,2020-12-01,12,13,6,6,25,16,6,3608310,4266,2.8129395218002813,0,0.68222547,0.31777453
COPIAGUE UFSD,2021-01-01,27,6,5,6,52,22,11,3608310,4266,6.329113924050633,0,0.69270349,0.30729651
COPIAGUE UFSD,2021-02-01,16,3,3,5,68,25,14,3608310,4266,3.750586029067042,0,1,0
COPIAGUE UFSD,2021-03-01,16,2,8,5,84,27,22,3608310,4266,3.750586029067042,0,1,0
COPIAGUE UFSD,2021-04-01,9,0,2,5,93,27,24,3608310,4266,2.109704641350211,0,1,0
COPIAGUE UFSD,2021-05-01,3,0,1,3,96,27,25,3608310,4266,0.7032348804500703,0,1,0
COPIAGUE UFSD,2021-06-01,1,0,0,1,97,27,25,3608310,4266,0.23441162681669012,0,1,0
CORINTH CSD,2020-12-01,3,0,0,2,3,0,0,3608370,1191,2.5188916876574305,0.20606704,0.36669496,0.42723802
CORINTH CSD,2021-01-01,19,3,2,3,22,3,2,3608370,1191,15.95298068849706,0.17023167,0.3133291,0.5164392
CORINTH CSD,2021-02-01,4,2,1,3,26,5,3,3608370,1191,3.3585222502099077,0.35118055,0.64881945,0
CORINTH CSD,2021-03-01,2,1,1,3,28,6,4,3608370,1191,1.6792611251049538,0.35715616,0.64284384,0
CORINTH CSD,2021-04-01,6,1,0,3,34,7,4,3608370,1191,5.037783375314861,0.35732988,0.64267009,0
CORINTH CSD,2021-05-01,3,0,0,3,37,7,4,3608370,1191,2.5188916876574305,0.35827494,0.64172506,0
CORNING CITY SD,2020-09-01,2,0,1,3,2,0,1,3608400,5092,0.3927729772191674,0,1,0
CORNING CITY SD,2020-10-01,16,3,4,6,18,3,5,3608400,5092,3.142183817753339,0,1,0
CORNING CITY SD,2020-11-01,13,2,2,8,31,5,7,3608400,5092,2.553024351924588,0,1,0
CORNING CITY SD,2020-12-01,43,21,9,8,74,26,16,3608400,5092,8.444619010212097,0,1,0
CORNING CITY SD,2021-01-01,53,26,15,9,127,52,31,3608400,5092,10.408483896307933,0,1,0
CORNING CITY SD,2021-02-01,8,2,1,4,135,54,32,3608400,5092,1.5710919088766695,0,1,0
CORNING CITY SD,2021-03-01,17,3,3,7,152,57,35,3608400,5092,3.3385703063629224,0,1,0
CORNING CITY SD,2021-04-01,34,0,1,6,186,57,36,3608400,5092,6.677140612725845,0,1,0
CORNING CITY SD,2021-05-01,6,1,3,6,192,58,39,3608400,5092,1.178318931657502,0,1,0
CORNING CITY SD,2021-06-01,5,0,0,2,197,58,39,3608400,5092,0.9819324430479183,0,1,0
CORNWALL CSD,2020-10-01,3,0,2,2,3,0,2,3608430,3495,0.8583690987124463,0,1,0
CORNWALL CSD,2020-11-01,2,1,0,3,5,1,2,3608430,3495,0.5722460658082976,0,0.92000002,0.079999998
CORNWALL CSD,2020-12-01,9,1,1,4,14,2,3,3608430,3495,2.575107296137339,0,0.49065253,0.50934744
CORNWALL CSD,2021-01-01,5,6,2,4,19,8,5,3608430,3495,1.4306151645207439,0,0.64654303,0.35345697
CORNWALL CSD,2021-02-01,9,1,1,4,28,9,6,3608430,3495,2.575107296137339,0,1,0
CORNWALL CSD,2021-03-01,8,0,1,3,36,9,7,3608430,3495,2.2889842632331905,0,1,0
CORNWALL CSD,2021-04-01,12,1,0,3,48,10,7,3608430,3495,3.433476394849785,0.20867655,0.79132342,0
CORNWALL CSD,2021-05-01,1,0,0,1,49,10,7,3608430,3495,0.2861230329041488,0.66758782,0.33241218,0
CORTLAND CITY SD,2020-10-01,6,5,3,3,6,5,3,3608460,2637,2.2753128555176336,0.48299763,0,0.5170024
CORTLAND CITY SD,2020-11-01,2,1,3,4,8,6,6,3608460,2637,0.7584376185058779,0.89606071,0,0.10393928
CORTLAND CITY SD,2020-12-01,17,3,0,4,25,9,6,3608460,2637,6.446719757299962,0.63251036,0,0.36748964
CORTLAND CITY SD,2021-01-01,8,3,2,5,33,12,8,3608460,2637,3.0337504740235115,0.8490324,0,0.15096761
CORTLAND CITY SD,2021-02-01,7,0,2,4,40,12,10,3608460,2637,2.654531664770573,1,0,0
CORTLAND CITY SD,2021-03-01,5,1,1,4,45,13,11,3608460,2637,1.8960940462646947,1,0,0
CORTLAND CITY SD,2021-04-01,2,1,0,2,47,14,11,3608460,2637,0.7584376185058779,1,0,0
CORTLAND CITY SD,2021-05-01,9,1,0,5,56,15,11,3608460,2637,3.4129692832764507,1,0,0
COXSACKIE-ATHENS CSD,2020-11-01,2,0,0,1,2,0,0,3608490,1350,1.4814814814814814,1,0,0
COXSACKIE-ATHENS CSD,2020-12-01,0,1,1,1,2,1,1,3608490,1350,0,1,0,0
COXSACKIE-ATHENS CSD,2021-01-01,29,2,4,4,31,3,5,3608490,1350,21.48148148148148,0.62515402,0,0.37484601
COXSACKIE-ATHENS CSD,2021-02-01,2,1,0,2,33,4,5,3608490,1350,1.4814814814814814,1,0,0
COXSACKIE-ATHENS CSD,2021-03-01,5,0,0,2,38,4,5,3608490,1350,3.7037037037037037,1,0,0
COXSACKIE-ATHENS CSD,2021-04-01,6,0,1,4,44,4,6,3608490,1350,4.444444444444445,1,0,0
COXSACKIE-ATHENS CSD,2021-05-01,11,0,1,4,55,4,7,3608490,1350,8.148148148148147,1,0,0
CROTON-HARMON UFSD,2020-09-01,0,0,2,1,0,0,2,3608580,1759,0,0,1,0
CROTON-HARMON UFSD,2020-10-01,0,1,0,1,0,1,2,3608580,1759,0,0,1,0
CROTON-HARMON UFSD,2020-11-01,5,3,0,3,5,4,2,3608580,1759,2.8425241614553722,0,1,0
CROTON-HARMON UFSD,2020-12-01,10,1,4,3,15,5,6,3608580,1759,5.6850483229107445,0,1,0
CROTON-HARMON UFSD,2021-01-01,16,2,8,3,31,7,14,3608580,1759,9.09607731665719,0,1,0
CROTON-HARMON UFSD,2021-02-01,5,0,1,3,36,7,15,3608580,1759,2.8425241614553722,0,1,0
CROTON-HARMON UFSD,2021-03-01,3,1,2,2,39,8,17,3608580,1759,1.7055144968732234,0,1,0
CROTON-HARMON UFSD,2021-04-01,5,0,0,2,44,8,17,3608580,1759,2.8425241614553722,0.4400183,0.5599817,0
CROTON-HARMON UFSD,2021-05-01,2,1,0,2,46,9,17,3608580,1759,1.1370096645821488,1,0,0
CROWN POINT CSD,2020-10-01,1,0,0,1,1,0,0,3608610,217,4.608294930875576,0.54838711,0,0.45161289
CROWN POINT CSD,2021-01-01,5,1,1,1,6,1,1,3608610,217,23.041474654377883,0.77474368,0.22525632,0
CROWN POINT CSD,2021-02-01,1,0,0,1,7,1,1,3608610,217,4.608294930875576,1,0,0
CROWN POINT CSD,2021-03-01,2,0,0,1,9,1,1,3608610,217,9.216589861751151,1,0,0
CUBA-RUSHFORD CSD,2020-10-01,3,0,0,2,3,0,0,3632010,925,3.243243243243243,0,0.72971088,0.27028909
CUBA-RUSHFORD CSD,2020-11-01,1,1,0,2,4,1,0,3632010,925,1.0810810810810811,0,1,0
CUBA-RUSHFORD CSD,2020-12-01,9,2,2,3,13,3,2,3632010,925,9.72972972972973,0,0.57584715,0.42415282
CUBA-RUSHFORD CSD,2021-01-01,2,2,2,2,15,5,4,3632010,925,2.1621621621621623,0,0.82751149,0.17248854
CUBA-RUSHFORD CSD,2021-02-01,3,1,2,3,18,6,6,3632010,925,3.243243243243243,0,1,0
CUBA-RUSHFORD CSD,2021-03-01,2,0,0,2,20,6,6,3632010,925,2.1621621621621623,0,0.89204288,0.10795715
CUBA-RUSHFORD CSD,2021-04-01,5,0,1,2,25,6,7,3632010,925,5.405405405405405,0,1,0
CUBA-RUSHFORD CSD,2021-05-01,1,0,0,1,26,6,7,3632010,925,1.0810810810810811,0,1,0
DALTON-NUNDA CSD (KESHEQUA),2020-11-01,1,0,0,1,1,0,0,3621450,759,1.3175230566534915,0,1,0
DALTON-NUNDA CSD (KESHEQUA),2020-12-01,2,6,1,2,3,6,1,3621450,759,2.635046113306983,0,1,0
DALTON-NUNDA CSD (KESHEQUA),2021-01-01,10,1,1,3,13,7,2,3621450,759,13.175230566534914,0,1,0
DALTON-NUNDA CSD (KESHEQUA),2021-02-01,1,0,1,2,14,7,3,3621450,759,1.3175230566534915,0,1,0
DALTON-NUNDA CSD (KESHEQUA),2021-03-01,1,0,0,1,15,7,3,3621450,759,1.3175230566534915,0,1,0
DALTON-NUNDA CSD (KESHEQUA),2021-04-01,4,0,1,2,19,7,4,3621450,759,5.270092226613966,0,1,0
DALTON-NUNDA CSD (KESHEQUA),2021-05-01,5,0,0,3,24,7,4,3621450,759,6.587615283267457,0,1,0
DANSVILLE CSD,2020-09-01,1,0,0,1,1,0,0,3608790,1461,0.6844626967830253,0,1,0
DANSVILLE CSD,2020-10-01,0,0,1,1,1,0,1,3608790,1461,0,0,1,0
DANSVILLE CSD,2020-11-01,5,2,7,3,6,2,8,3608790,1461,3.4223134839151266,0,0.72030264,0.27969736
DANSVILLE CSD,2020-12-01,4,1,2,3,10,3,10,3608790,1461,2.737850787132101,0,0.85048753,0.14951245
DANSVILLE CSD,2021-01-01,11,2,6,3,21,5,16,3608790,1461,7.529089664613279,0,0.89346462,0.10653536
DANSVILLE CSD,2021-02-01,5,2,0,3,26,7,16,3608790,1461,3.4223134839151266,0,1,0
DANSVILLE CSD,2021-03-01,1,1,1,2,27,8,17,3608790,1461,0.6844626967830253,0,1,0
DANSVILLE CSD,2021-04-01,16,1,1,3,43,9,18,3608790,1461,10.951403148528405,0,1,0
DANSVILLE CSD,2021-05-01,18,0,2,3,61,9,20,3608790,1461,12.320328542094456,0,1,0
DANSVILLE CSD,2021-06-01,0,0,0,3,61,9,20,3608790,1461,0,0,1,0
DANSVILLE CSD,2021-09-01,0,0,0,1,61,9,20,3608790,1461,0,NA,NA,NA
DEER PARK UFSD,2020-09-01,3,1,0,3,3,1,0,3608880,3759,0.7980845969672786,0,1,0
DEER PARK UFSD,2020-10-01,4,1,5,5,7,2,5,3608880,3759,1.0641127959563714,0.29743758,0.70256239,0
DEER PARK UFSD,2020-11-01,9,6,5,5,16,8,10,3608880,3759,2.3942537909018355,0.43101183,0.56898814,0
DEER PARK UFSD,2020-12-01,38,11,9,5,54,19,19,3608880,3759,10.109071561585528,0.24217641,0.31970239,0.4381212
DEER PARK UFSD,2021-01-01,85,12,12,5,139,31,31,3608880,3759,22.61239691407289,0.40284944,0.53181034,0.065340213
DEER PARK UFSD,2021-02-01,34,1,6,5,173,32,37,3608880,3759,9.044958765629156,0.45868233,0.54131764,0
DEER PARK UFSD,2021-03-01,36,5,6,5,209,37,43,3608880,3759,9.577015163607342,0.44716981,0.55283016,0
DEER PARK UFSD,2021-04-01,53,4,2,5,262,41,45,3608880,3759,14.099494546421921,0.43802926,0.56197077,0
DEER PARK UFSD,2021-05-01,4,1,0,3,266,42,45,3608880,3759,1.0641127959563714,0.20238067,0.79761934,0
DELAW-CHENANGO-MADISON-OTSEGO BOCES,2020-10-01,0,2,0,2,0,2,0,NA,NA,NA,NA,NA,NA
DELAW-CHENANGO-MADISON-OTSEGO BOCES,2020-11-01,3,0,2,2,3,2,2,NA,NA,NA,NA,NA,NA
DELAW-CHENANGO-MADISON-OTSEGO BOCES,2020-12-01,1,1,0,2,4,3,2,NA,NA,NA,NA,NA,NA
DELAW-CHENANGO-MADISON-OTSEGO BOCES,2021-01-01,5,2,5,2,9,5,7,NA,NA,NA,NA,NA,NA
DELAW-CHENANGO-MADISON-OTSEGO BOCES,2021-03-01,7,0,2,2,16,5,9,NA,NA,NA,NA,NA,NA
DELAW-CHENANGO-MADISON-OTSEGO BOCES,2021-04-01,10,0,0,2,26,5,9,NA,NA,NA,NA,NA,NA
DELAW-CHENANGO-MADISON-OTSEGO BOCES,2021-05-01,4,0,0,2,30,5,9,NA,NA,NA,NA,NA,NA
DELAW-CHENANGO-MADISON-OTSEGO BOCES,2021-06-01,2,1,0,1,32,6,9,NA,NA,NA,NA,NA,NA
DELAWARE ACADEMY CSD AT DELHI,2020-11-01,4,0,2,2,4,0,2,3608910,671,5.961251862891207,0,0.72463036,0.27536964
DELAWARE ACADEMY CSD AT DELHI,2020-12-01,4,0,0,2,8,0,2,3608910,671,5.961251862891207,0,1,0
DELAWARE ACADEMY CSD AT DELHI,2021-01-01,3,0,1,2,11,0,3,3608910,671,4.470938897168406,0,0.8717925,0.12820747
DELAWARE ACADEMY CSD AT DELHI,2021-02-01,5,0,0,2,16,0,3,3608910,671,7.451564828614009,0,1,0
DELAWARE ACADEMY CSD AT DELHI,2021-03-01,2,0,0,1,18,0,3,3608910,671,2.9806259314456036,0,1,0
DELAWARE ACADEMY CSD AT DELHI,2021-04-01,4,0,0,2,22,0,3,3608910,671,5.961251862891207,0,1,0
DELAWARE ACADEMY CSD AT DELHI,2021-05-01,1,0,0,1,23,0,3,3608910,671,1.4903129657228018,0.96806771,0.031932313,0
DEPEW UFSD,2020-10-01,4,0,0,2,4,0,0,3609030,2094,1.9102196752626552,0,1,0
DEPEW UFSD,2020-11-01,7,0,0,3,11,0,0,3609030,2094,3.342884431709647,0,0.72000003,0.28
DEPEW UFSD,2020-12-01,1,2,1,2,12,2,1,3609030,2094,0.4775549188156638,0,0,1
DEPEW UFSD,2021-03-01,12,0,0,2,24,2,1,3609030,2094,5.730659025787966,0,0.91659009,0.083409883
DEPEW UFSD,2021-04-01,1,0,0,1,25,2,1,3609030,2094,0.4775549188156638,0,0.92164528,0.078354739
DEPEW UFSD,2021-05-01,1,0,0,1,26,2,1,3609030,2094,0.4775549188156638,0,1,0
DEPEW UFSD,2021-06-01,1,0,0,1,27,2,1,3609030,2094,0.4775549188156638,0,1,0
DEPOSIT CSD,2020-09-01,1,0,0,1,1,0,0,3609060,564,1.7730496453900708,0,1,0
DEPOSIT CSD,2020-10-01,0,2,0,2,1,2,0,3609060,564,0,0,1,0
DEPOSIT CSD,2020-12-01,5,1,0,2,6,3,0,3609060,564,8.865248226950355,0,1,0
DEPOSIT CSD,2021-01-01,2,2,0,2,8,5,0,3609060,564,3.5460992907801416,0,1,0
DEPOSIT CSD,2021-02-01,3,0,0,2,11,5,0,3609060,564,5.319148936170213,0,1,0
DEPOSIT CSD,2021-03-01,5,0,3,2,16,5,3,3609060,564,8.865248226950355,0,1,0
DEPOSIT CSD,2021-04-01,3,0,2,2,19,5,5,3609060,564,5.319148936170213,0,1,0
DEPOSIT CSD,2021-05-01,0,0,0,2,19,5,5,3609060,564,0,0,1,0
DEPOSIT CSD,2021-06-01,0,0,0,2,19,5,5,3609060,564,0,0,1,0
DERUYTER CSD,2020-09-01,0,0,0,2,0,0,0,3608850,410,0,0.44162384,0.55837613,0
DERUYTER CSD,2020-11-01,2,0,0,1,2,0,0,3608850,410,4.878048780487805,0.44829142,0.55170858,0
DERUYTER CSD,2020-12-01,1,0,1,2,3,0,1,3608850,410,2.4390243902439024,0.46457782,0.53542215,0
DERUYTER CSD,2021-01-01,4,0,0,2,7,0,1,3608850,410,9.75609756097561,0.48096886,0.51903117,0
DERUYTER CSD,2021-02-01,1,0,1,1,8,0,2,3608850,410,2.4390243902439024,1,0,0
DERUYTER CSD,2021-03-01,1,0,2,1,9,0,4,3608850,410,2.4390243902439024,1,0,0
DERUYTER CSD,2021-04-01,5,0,2,2,14,0,6,3608850,410,12.195121951219512,1,0,0
DERUYTER CSD,2021-05-01,1,0,0,1,15,0,6,3608850,410,2.4390243902439024,1,0,0
DOBBS FERRY UFSD,2020-10-01,1,0,0,1,1,0,0,3609120,1651,0.6056935190793459,0,1,0
DOBBS FERRY UFSD,2020-11-01,10,3,4,3,11,3,4,3609120,1651,6.0569351907934585,0,1,0
DOBBS FERRY UFSD,2020-12-01,15,6,4,3,26,9,8,3609120,1651,9.085402786190187,0,1,0
DOBBS FERRY UFSD,2021-01-01,28,4,3,3,54,13,11,3609120,1651,16.959418534221683,0,1,0
DOBBS FERRY UFSD,2021-02-01,10,0,2,3,64,13,13,3609120,1651,6.0569351907934585,0,1,0
DOBBS FERRY UFSD,2021-03-01,17,1,1,3,81,14,14,3609120,1651,10.29678982434888,0,1,0
DOBBS FERRY UFSD,2021-04-01,17,0,3,3,98,14,17,3609120,1651,10.29678982434888,0.66547483,0.33452514,0
DOBBS FERRY UFSD,2021-05-01,1,0,0,1,99,14,17,3609120,1651,0.6056935190793459,1,0,0
DOLGEVILLE CSD,2020-10-01,0,1,0,1,0,1,0,3600001,851,0,0,1,0
DOVER UFSD,2020-10-01,3,0,0,2,3,0,0,3609210,1425,2.1052631578947367,0.70098871,0.29901132,0
DOVER UFSD,2020-11-01,8,2,1,3,11,2,1,3609210,1425,5.614035087719298,0.43095919,0.19289264,0.37614816
DOVER UFSD,2020-12-01,7,1,4,3,18,3,5,3609210,1425,4.912280701754386,0.32843244,0.17476308,0.49680445
DOVER UFSD,2021-01-01,16,5,2,4,34,8,7,3609210,1425,11.228070175438596,0.49024785,0.21942958,0.29032257
DOVER UFSD,2021-02-01,7,2,0,3,41,10,7,3609210,1425,4.912280701754386,0.69081974,0.30918023,0
DOVER UFSD,2021-03-01,10,0,4,4,51,10,11,3609210,1425,7.017543859649123,0.69125092,0.19919297,0.10955613
DOVER UFSD,2021-04-01,15,0,0,3,66,10,11,3609210,1425,10.526315789473683,0.82504219,0.14408292,0.03087491
DOVER UFSD,2021-05-01,2,2,0,1,68,12,11,3609210,1425,1.4035087719298245,1,0,0
DOWNSVILLE CSD,2020-11-01,0,0,1,1,0,0,1,3609240,257,0,1,0,0
DOWNSVILLE CSD,2020-12-01,1,0,2,1,1,0,3,3609240,257,3.8910505836575875,1,0,0
DOWNSVILLE CSD,2021-01-01,0,2,1,1,1,2,4,3609240,257,0,1,0,0
DOWNSVILLE CSD,2021-03-01,1,0,0,1,2,2,4,3609240,257,3.8910505836575875,1,0,0
DOWNSVILLE CSD,2021-04-01,9,0,2,1,11,2,6,3609240,257,35.01945525291829,0.80749601,0,0.192504
DOWNSVILLE CSD,2021-05-01,3,1,0,1,14,3,6,3609240,257,11.673151750972762,0.74558699,0,0.25441301
DOWNSVILLE CSD,2021-06-01,2,0,0,1,16,3,6,3609240,257,7.782101167315175,1,0,0
DRYDEN CSD,2020-10-01,5,0,0,3,5,0,0,3609330,1929,2.592016588906169,0,1,0
DRYDEN CSD,2020-11-01,1,1,0,1,6,1,0,3609330,1929,0.5184033177812338,0,1,0
DRYDEN CSD,2020-12-01,4,9,0,4,10,10,0,3609330,1929,2.0736132711249353,0,0.56521738,0.43478259
DRYDEN CSD,2021-01-01,7,1,1,5,17,11,1,3609330,1929,3.6288232244686367,0,0.86750668,0.1324933
DRYDEN CSD,2021-02-01,2,1,0,4,19,12,1,3609330,1929,1.0368066355624677,0,0.93479311,0.065206885
DRYDEN CSD,2021-03-01,7,0,0,5,26,12,1,3609330,1929,3.6288232244686367,0,1,0
DRYDEN CSD,2021-04-01,5,1,0,3,31,13,1,3609330,1929,2.592016588906169,0,0.8775996,0.12240043
DRYDEN CSD,2021-05-01,1,0,0,2,32,13,1,3609330,1929,0.5184033177812338,0,1,0
DRYDEN CSD,2021-06-01,5,0,0,3,37,13,1,3609330,1929,2.592016588906169,0,1,0
DUANESBURG CSD,2020-11-01,3,0,0,1,3,0,0,3609360,863,3.4762456546929315,0,1,0
