"District.Name","Month","NewCasesStudents","NewCasesTeachers","NewCasesStaff","num.report.school","AccuCasesStudents","AccuCasesTeachers","AccuCasesStaff","NCESDistrictID","pop.5.17","Norm.New.Stud","share_inperson","share_hybrid","share_virtual","id_name","year","pupil_count_tot","per_federal_exp","per_state_local_exp","per_fed_state_local_exp","num_princ","num_teach","num_counselors","num_social","per_turn_all","per_turn_five_yrs","per_free_lunch","per_reduced_lunch","ELA_per_prof.18","math_per_prof.18","entity_name","student_teacher_ratio","district_name","report_school_year","Princ_Sal","Teacher_Sal","LaggedStudCases"
"CLARENCE CSD","2021-05-01",11,1,0,4,164,22,9,3607590,5223,2.10606930882635,0.1155974,0.88440263,0,140801060000,2021,4062,468,16268,16736,6,339,7,1,5,9,12,1,95,96,"CLARENCE CSD",11.9823008849558,"CLARENCE CSD","2020-21",108558.1,83409.14985,33
"CLARENCE CSD","2021-06-01",3,0,0,2,167,22,9,3607590,5223,0.574382538770821,0.11473638,0.88526362,0,140801060000,2021,4062,468,16268,16736,6,339,7,1,5,9,12,1,95,96,"CLARENCE CSD",11.9823008849558,"CLARENCE CSD","2020-21",108558.1,83409.14985,11
"CLARKSTOWN CSD","2020-11-01",15,1,8,13,25,3,12,3620340,9859,1.52145247996754,0,0.6240226,0.37597737,500101060000,2021,7692,451,23562,24013,15,693,21,1,6,17,16,2,94,96,"CLARKSTOWN CSD",11.0995670995671,"CLARKSTOWN CSD","2020-21",168479.6522,109339.422,10
"CLARKSTOWN CSD","2020-12-01",3,0,0,2,28,3,12,3620340,9859,0.304290495993508,0,0.085510261,0.91448975,500101060000,2021,7692,451,23562,24013,15,693,21,1,6,17,16,2,94,96,"CLARKSTOWN CSD",11.0995670995671,"CLARKSTOWN CSD","2020-21",168479.6522,109339.422,15
"CLARKSTOWN CSD","2021-01-01",5,2,6,5,33,5,18,3620340,9859,0.507150826655847,0.00033097377,0.48467797,0.51499104,500101060000,2021,7692,451,23562,24013,15,693,21,1,6,17,16,2,94,96,"CLARKSTOWN CSD",11.0995670995671,"CLARKSTOWN CSD","2020-21",168479.6522,109339.422,3
"CLARKSTOWN CSD","2021-02-01",2,1,1,3,35,6,19,3620340,9859,0.202860330662339,0.010373781,0.98023427,0.0093919765,500101060000,2021,7692,451,23562,24013,15,693,21,1,6,17,16,2,94,96,"CLARKSTOWN CSD",11.0995670995671,"CLARKSTOWN CSD","2020-21",168479.6522,109339.422,5
"CLARKSTOWN CSD","2021-03-01",34,10,7,13,69,16,26,3620340,9859,3.44862562125976,0.0081416648,0.98948365,0.0023746523,500101060000,2021,7692,451,23562,24013,15,693,21,1,6,17,16,2,94,96,"CLARKSTOWN CSD",11.0995670995671,"CLARKSTOWN CSD","2020-21",168479.6522,109339.422,2
"CLARKSTOWN CSD","2021-04-01",17,1,1,8,86,17,27,3620340,9859,1.72431281062988,0.38895229,0.61104774,0,500101060000,2021,7692,451,23562,24013,15,693,21,1,6,17,16,2,94,96,"CLARKSTOWN CSD",11.0995670995671,"CLARKSTOWN CSD","2020-21",168479.6522,109339.422,34
"CLARKSTOWN CSD","2021-05-01",4,0,0,3,90,17,27,3620340,9859,0.405720661324678,0.43513015,0.56486982,0,500101060000,2021,7692,451,23562,24013,15,693,21,1,6,17,16,2,94,96,"CLARKSTOWN CSD",11.0995670995671,"CLARKSTOWN CSD","2020-21",168479.6522,109339.422,17
"CLEVELAND HILL UFSD","2020-11-01",12,2,0,3,13,3,0,3607680,1565,7.66773162939297,0,0.71955252,0.28044748,140703020000,2021,1291,1238,16995,18233,4,133,6,2,9,36,53,5,81,89,"CLEVELAND HILL UFSD",9.70676691729323,"CLEVELAND HILL UFSD","2020-21",105630.8,67668.80916,1
"CLEVELAND HILL UFSD","2020-12-01",5,1,1,3,18,4,1,3607680,1565,3.19488817891374,0,0.18161356,0.81838644,140703020000,2021,1291,1238,16995,18233,4,133,6,2,9,36,53,5,81,89,"CLEVELAND HILL UFSD",9.70676691729323,"CLEVELAND HILL UFSD","2020-21",105630.8,67668.80916,12
"CLEVELAND HILL UFSD","2021-01-01",10,1,0,3,28,5,1,3607680,1565,6.38977635782748,0,1,0,140703020000,2021,1291,1238,16995,18233,4,133,6,2,9,36,53,5,81,89,"CLEVELAND HILL UFSD",9.70676691729323,"CLEVELAND HILL UFSD","2020-21",105630.8,67668.80916,5
"CLEVELAND HILL UFSD","2021-02-01",2,1,0,3,30,6,1,3607680,1565,1.2779552715655,0,1,0,140703020000,2021,1291,1238,16995,18233,4,133,6,2,9,36,53,5,81,89,"CLEVELAND HILL UFSD",9.70676691729323,"CLEVELAND HILL UFSD","2020-21",105630.8,67668.80916,10
"CLEVELAND HILL UFSD","2021-03-01",5,0,0,3,35,6,1,3607680,1565,3.19488817891374,0,1,0,140703020000,2021,1291,1238,16995,18233,4,133,6,2,9,36,53,5,81,89,"CLEVELAND HILL UFSD",9.70676691729323,"CLEVELAND HILL UFSD","2020-21",105630.8,67668.80916,2
"CLEVELAND HILL UFSD","2021-04-01",13,1,3,3,48,7,4,3607680,1565,8.30670926517572,0,1,0,140703020000,2021,1291,1238,16995,18233,4,133,6,2,9,36,53,5,81,89,"CLEVELAND HILL UFSD",9.70676691729323,"CLEVELAND HILL UFSD","2020-21",105630.8,67668.80916,5
"CLEVELAND HILL UFSD","2021-05-01",3,0,0,2,51,7,4,3607680,1565,1.91693290734824,0.67802924,0.32197073,0,140703020000,2021,1291,1238,16995,18233,4,133,6,2,9,36,53,5,81,89,"CLEVELAND HILL UFSD",9.70676691729323,"CLEVELAND HILL UFSD","2020-21",105630.8,67668.80916,13
"CLEVELAND HILL UFSD","2021-06-01",1,0,0,1,52,7,4,3607680,1565,0.638977635782748,0.70524383,0.29475614,0,140703020000,2021,1291,1238,16995,18233,4,133,6,2,9,36,53,5,81,89,"CLEVELAND HILL UFSD",9.70676691729323,"CLEVELAND HILL UFSD","2020-21",105630.8,67668.80916,3
"CLIFTON-FINE CSD","2020-12-01",1,0,3,2,1,0,3,3607710,318,3.14465408805031,0,0.56318772,0.43681228,510401040000,2021,268,1845,27990,29835,1,32,1,1,24,50,64,5,87,91,"CLIFTON-FINE CSD",8.375,"CLIFTON-FINE CSD","2020-21",93872,59788.375,NA
"CLIFTON-FINE CSD","2021-01-01",3,1,1,2,4,1,4,3607710,318,9.43396226415094,0,0.8594135,0.1405865,510401040000,2021,268,1845,27990,29835,1,32,1,1,24,50,64,5,87,91,"CLIFTON-FINE CSD",8.375,"CLIFTON-FINE CSD","2020-21",93872,59788.375,1
"CLIFTON-FINE CSD","2021-02-01",1,0,0,1,5,1,4,3607710,318,3.14465408805031,0,1,0,510401040000,2021,268,1845,27990,29835,1,32,1,1,24,50,64,5,87,91,"CLIFTON-FINE CSD",8.375,"CLIFTON-FINE CSD","2020-21",93872,59788.375,3
"CLIFTON-FINE CSD","2021-03-01",5,0,0,2,10,1,4,3607710,318,15.7232704402516,0.80821246,0.19178756,0,510401040000,2021,268,1845,27990,29835,1,32,1,1,24,50,64,5,87,91,"CLIFTON-FINE CSD",8.375,"CLIFTON-FINE CSD","2020-21",93872,59788.375,1
"CLIFTON-FINE CSD","2021-04-01",3,1,0,2,13,2,4,3607710,318,9.43396226415094,1,0,0,510401040000,2021,268,1845,27990,29835,1,32,1,1,24,50,64,5,87,91,"CLIFTON-FINE CSD",8.375,"CLIFTON-FINE CSD","2020-21",93872,59788.375,5
"CLIFTON-FINE CSD","2021-05-01",3,0,2,1,16,2,6,3607710,318,9.43396226415094,1,0,0,510401040000,2021,268,1845,27990,29835,1,32,1,1,24,50,64,5,87,91,"CLIFTON-FINE CSD",8.375,"CLIFTON-FINE CSD","2020-21",93872,59788.375,3
"CLINTON CSD","2020-11-01",5,1,0,3,9,3,0,3607770,1410,3.54609929078014,0,1,0,411101060000,2021,1244,574,17645,18219,3,96,3,4,3,25,24,2,94,97,"CLINTON CSD",12.9583333333333,"CLINTON CSD","2020-21",109783.3333,72813.93684,4
"CLINTON CSD","2020-12-01",12,3,0,3,21,6,0,3607770,1410,8.51063829787234,0,0.34782609,0.65217394,411101060000,2021,1244,574,17645,18219,3,96,3,4,3,25,24,2,94,97,"CLINTON CSD",12.9583333333333,"CLINTON CSD","2020-21",109783.3333,72813.93684,5
"CLINTON CSD","2021-01-01",36,5,6,3,57,11,6,3607770,1410,25.531914893617,0,0,1,411101060000,2021,1244,574,17645,18219,3,96,3,4,3,25,24,2,94,97,"CLINTON CSD",12.9583333333333,"CLINTON CSD","2020-21",109783.3333,72813.93684,12
"CLINTON CSD","2021-02-01",1,1,0,1,58,12,6,3607770,1410,0.709219858156028,0,0.28645253,0.71354747,411101060000,2021,1244,574,17645,18219,3,96,3,4,3,25,24,2,94,97,"CLINTON CSD",12.9583333333333,"CLINTON CSD","2020-21",109783.3333,72813.93684,36
"CLINTON CSD","2021-03-01",0,1,0,1,58,13,6,3607770,1410,0,0,1,0,411101060000,2021,1244,574,17645,18219,3,96,3,4,3,25,24,2,94,97,"CLINTON CSD",12.9583333333333,"CLINTON CSD","2020-21",109783.3333,72813.93684,1
"CLINTON CSD","2021-04-01",3,0,0,2,61,13,6,3607770,1410,2.12765957446809,0,1,0,411101060000,2021,1244,574,17645,18219,3,96,3,4,3,25,24,2,94,97,"CLINTON CSD",12.9583333333333,"CLINTON CSD","2020-21",109783.3333,72813.93684,0
"CLINTON CSD","2021-05-01",2,0,0,1,63,13,6,3607770,1410,1.41843971631206,0,1,0,411101060000,2021,1244,574,17645,18219,3,96,3,4,3,25,24,2,94,97,"CLINTON CSD",12.9583333333333,"CLINTON CSD","2020-21",109783.3333,72813.93684,3
"CLINTON CSD","2021-06-01",1,0,0,1,64,13,6,3607770,1410,0.709219858156028,0,1,0,411101060000,2021,1244,574,17645,18219,3,96,3,4,3,25,24,2,94,97,"CLINTON CSD",12.9583333333333,"CLINTON CSD","2020-21",109783.3333,72813.93684,2
"CLINTON-ESSEX-WARREN-WASHING BOCES","2020-12-01",4,0,1,2,5,0,1,NA,NA,NA,NA,NA,NA,9.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLINTON-ESSEX-WARREN-WASHING BOCES","2020-21",95229.33333,59474.28767,1
"CLINTON-ESSEX-WARREN-WASHING BOCES","2021-01-01",14,1,9,2,19,1,10,NA,NA,NA,NA,NA,NA,9.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLINTON-ESSEX-WARREN-WASHING BOCES","2020-21",95229.33333,59474.28767,4
"CLINTON-ESSEX-WARREN-WASHING BOCES","2021-02-01",6,1,2,2,25,2,12,NA,NA,NA,NA,NA,NA,9.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLINTON-ESSEX-WARREN-WASHING BOCES","2020-21",95229.33333,59474.28767,14
"CLINTON-ESSEX-WARREN-WASHING BOCES","2021-03-01",4,0,2,1,29,2,14,NA,NA,NA,NA,NA,NA,9.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLINTON-ESSEX-WARREN-WASHING BOCES","2020-21",95229.33333,59474.28767,6
"CLINTON-ESSEX-WARREN-WASHING BOCES","2021-04-01",1,0,0,1,30,2,14,NA,NA,NA,NA,NA,NA,9.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLINTON-ESSEX-WARREN-WASHING BOCES","2020-21",95229.33333,59474.28767,4
"CLINTON-ESSEX-WARREN-WASHING BOCES","2021-05-01",5,1,0,2,35,3,14,NA,NA,NA,NA,NA,NA,9.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLINTON-ESSEX-WARREN-WASHING BOCES","2020-21",95229.33333,59474.28767,1
"CLYDE-SAVANNAH CSD","2020-09-01",0,0,1,1,0,0,1,3607860,857,0,0.11799559,0.498025,0.38397941,650301040000,2021,730,2090,19949,22039,3,74,2,1,21,32,49,0,73,80,"CLYDE-SAVANNAH CSD",9.86486486486486,"CLYDE-SAVANNAH CSD","2020-21",88540.8,58126.54167,NA
"CLYDE-SAVANNAH CSD","2020-11-01",3,1,2,3,3,1,3,3607860,857,3.50058343057176,0,1,0,650301040000,2021,730,2090,19949,22039,3,74,2,1,21,32,49,0,73,80,"CLYDE-SAVANNAH CSD",9.86486486486486,"CLYDE-SAVANNAH CSD","2020-21",88540.8,58126.54167,0
"CLYDE-SAVANNAH CSD","2020-12-01",1,1,1,2,4,2,4,3607860,857,1.16686114352392,0,1,0,650301040000,2021,730,2090,19949,22039,3,74,2,1,21,32,49,0,73,80,"CLYDE-SAVANNAH CSD",9.86486486486486,"CLYDE-SAVANNAH CSD","2020-21",88540.8,58126.54167,3
"CLYDE-SAVANNAH CSD","2021-01-01",8,1,2,3,12,3,6,3607860,857,9.33488914819136,0,0.77388644,0.22611357,650301040000,2021,730,2090,19949,22039,3,74,2,1,21,32,49,0,73,80,"CLYDE-SAVANNAH CSD",9.86486486486486,"CLYDE-SAVANNAH CSD","2020-21",88540.8,58126.54167,1
"CLYDE-SAVANNAH CSD","2021-03-01",2,0,0,1,14,3,6,3607860,857,2.33372228704784,0,1,0,650301040000,2021,730,2090,19949,22039,3,74,2,1,21,32,49,0,73,80,"CLYDE-SAVANNAH CSD",9.86486486486486,"CLYDE-SAVANNAH CSD","2020-21",88540.8,58126.54167,8
"CLYDE-SAVANNAH CSD","2021-04-01",4,0,0,2,18,3,6,3607860,857,4.66744457409568,0.20925438,0.79074562,0,650301040000,2021,730,2090,19949,22039,3,74,2,1,21,32,49,0,73,80,"CLYDE-SAVANNAH CSD",9.86486486486486,"CLYDE-SAVANNAH CSD","2020-21",88540.8,58126.54167,2
"CLYDE-SAVANNAH CSD","2021-06-01",0,1,0,1,18,4,6,3607860,857,0,0.48289475,0.51710528,0,650301040000,2021,730,2090,19949,22039,3,74,2,1,21,32,49,0,73,80,"CLYDE-SAVANNAH CSD",9.86486486486486,"CLYDE-SAVANNAH CSD","2020-21",88540.8,58126.54167,4
"CLYMER CSD","2020-11-01",1,1,0,1,1,1,0,3607890,597,1.6750418760469,1,0,0,60701040000,2021,382,1118,22946,24063,3,46,1,0,9,17,27,8,89,95,"CLYMER CSD",8.30434782608696,"CLYMER CSD","2020-21",84518.33333,60619.56522,NA
"CLYMER CSD","2020-12-01",6,7,0,1,7,8,0,3607890,597,10.0502512562814,0.13321492,0.86678511,0,60701040000,2021,382,1118,22946,24063,3,46,1,0,9,17,27,8,89,95,"CLYMER CSD",8.30434782608696,"CLYMER CSD","2020-21",84518.33333,60619.56522,1
"CLYMER CSD","2021-01-01",3,0,0,1,10,8,0,3607890,597,5.0251256281407,0.93823528,0.061764706,0,60701040000,2021,382,1118,22946,24063,3,46,1,0,9,17,27,8,89,95,"CLYMER CSD",8.30434782608696,"CLYMER CSD","2020-21",84518.33333,60619.56522,6
"CLYMER CSD","2021-05-01",3,0,0,1,13,8,0,3607890,597,5.0251256281407,1,0,0,60701040000,2021,382,1118,22946,24063,3,46,1,0,9,17,27,8,89,95,"CLYMER CSD",8.30434782608696,"CLYMER CSD","2020-21",84518.33333,60619.56522,3
"COBLESKILL-RICHMONDVILLE CSD","2020-11-01",3,0,0,2,3,1,0,3600010,1723,1.74114915844457,0.68148565,0.31851435,0,541102060000,2021,1603,937,19674,20611,4,149,11,0,14,26,43,4,85,89,"COBLESKILL-RICHMONDVILLE CSD",10.758389261745,"COBLESKILL-RICHMONDVILLE CSD","2020-21",102906.4,66422.15646,0
"COBLESKILL-RICHMONDVILLE CSD","2020-12-01",6,2,8,4,9,3,8,3600010,1723,3.48229831688915,0.675219,0.32478097,0,541102060000,2021,1603,937,19674,20611,4,149,11,0,14,26,43,4,85,89,"COBLESKILL-RICHMONDVILLE CSD",10.758389261745,"COBLESKILL-RICHMONDVILLE CSD","2020-21",102906.4,66422.15646,3
"COBLESKILL-RICHMONDVILLE CSD","2021-01-01",13,2,6,4,22,5,14,3600010,1723,7.54497968659315,0.675219,0.32478097,0,541102060000,2021,1603,937,19674,20611,4,149,11,0,14,26,43,4,85,89,"COBLESKILL-RICHMONDVILLE CSD",10.758389261745,"COBLESKILL-RICHMONDVILLE CSD","2020-21",102906.4,66422.15646,6
"COBLESKILL-RICHMONDVILLE CSD","2021-02-01",6,1,4,4,28,6,18,3600010,1723,3.48229831688915,0.675219,0.32478097,0,541102060000,2021,1603,937,19674,20611,4,149,11,0,14,26,43,4,85,89,"COBLESKILL-RICHMONDVILLE CSD",10.758389261745,"COBLESKILL-RICHMONDVILLE CSD","2020-21",102906.4,66422.15646,13
"COBLESKILL-RICHMONDVILLE CSD","2021-03-01",14,1,2,4,42,7,20,3600010,1723,8.12536273940801,0.67631674,0.32368326,0,541102060000,2021,1603,937,19674,20611,4,149,11,0,14,26,43,4,85,89,"COBLESKILL-RICHMONDVILLE CSD",10.758389261745,"COBLESKILL-RICHMONDVILLE CSD","2020-21",102906.4,66422.15646,6
"COBLESKILL-RICHMONDVILLE CSD","2021-04-01",10,1,2,4,52,8,22,3600010,1723,5.80383052814858,0.675219,0.32478097,0,541102060000,2021,1603,937,19674,20611,4,149,11,0,14,26,43,4,85,89,"COBLESKILL-RICHMONDVILLE CSD",10.758389261745,"COBLESKILL-RICHMONDVILLE CSD","2020-21",102906.4,66422.15646,14
"COBLESKILL-RICHMONDVILLE CSD","2021-05-01",4,0,0,2,56,8,22,3600010,1723,2.32153221125943,0.675219,0.32478097,0,541102060000,2021,1603,937,19674,20611,4,149,11,0,14,26,43,4,85,89,"COBLESKILL-RICHMONDVILLE CSD",10.758389261745,"COBLESKILL-RICHMONDVILLE CSD","2020-21",102906.4,66422.15646,10
"COBLESKILL-RICHMONDVILLE CSD","2021-06-01",0,0,1,1,56,8,23,3600010,1723,0,0.67531043,0.32468954,0,541102060000,2021,1603,937,19674,20611,4,149,11,0,14,26,43,4,85,89,"COBLESKILL-RICHMONDVILLE CSD",10.758389261745,"COBLESKILL-RICHMONDVILLE CSD","2020-21",102906.4,66422.15646,4
"COHOES CITY SD","2020-11-01",2,0,0,2,3,0,0,3607980,1984,1.00806451612903,0.50597697,0.49402303,0,10500010000,2021,1823,1184,16168,17351,5,176,5,5,10,22,68,0,77,77,"COHOES CITY SD",10.3579545454545,"COHOES CITY SD","2020-21",119290.5714,69601.95429,1
"COHOES CITY SD","2020-12-01",15,2,2,5,18,2,2,3607980,1984,7.56048387096774,0.49697676,0.50302327,0,10500010000,2021,1823,1184,16168,17351,5,176,5,5,10,22,68,0,77,77,"COHOES CITY SD",10.3579545454545,"COHOES CITY SD","2020-21",119290.5714,69601.95429,2
"COHOES CITY SD","2021-01-01",46,4,3,5,64,6,5,3607980,1984,23.1854838709677,0.49661785,0.50338215,0,10500010000,2021,1823,1184,16168,17351,5,176,5,5,10,22,68,0,77,77,"COHOES CITY SD",10.3579545454545,"COHOES CITY SD","2020-21",119290.5714,69601.95429,15
"COHOES CITY SD","2021-02-01",7,0,1,4,71,6,6,3607980,1984,3.52822580645161,0.49706444,0.50293559,0,10500010000,2021,1823,1184,16168,17351,5,176,5,5,10,22,68,0,77,77,"COHOES CITY SD",10.3579545454545,"COHOES CITY SD","2020-21",119290.5714,69601.95429,46
"COHOES CITY SD","2021-03-01",8,2,2,4,79,8,8,3607980,1984,4.03225806451613,0.62822187,0.37177813,0,10500010000,2021,1823,1184,16168,17351,5,176,5,5,10,22,68,0,77,77,"COHOES CITY SD",10.3579545454545,"COHOES CITY SD","2020-21",119290.5714,69601.95429,7
"COHOES CITY SD","2021-04-01",17,0,3,5,96,8,11,3607980,1984,8.56854838709677,0.50076222,0.49923781,0,10500010000,2021,1823,1184,16168,17351,5,176,5,5,10,22,68,0,77,77,"COHOES CITY SD",10.3579545454545,"COHOES CITY SD","2020-21",119290.5714,69601.95429,8
"COHOES CITY SD","2021-05-01",4,0,1,2,100,8,12,3607980,1984,2.01612903225806,0.5012266,0.4987734,0,10500010000,2021,1823,1184,16168,17351,5,176,5,5,10,22,68,0,77,77,"COHOES CITY SD",10.3579545454545,"COHOES CITY SD","2020-21",119290.5714,69601.95429,17
"COLD SPRING HARBOR CSD","2020-09-01",1,0,0,1,1,0,0,3608010,1904,0.525210084033613,0,1,0,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,NA
"COLD SPRING HARBOR CSD","2020-11-01",6,1,0,2,9,1,1,3608010,1904,3.15126050420168,0.49579102,0.50420898,0,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,2
"COLD SPRING HARBOR CSD","2020-12-01",17,2,2,3,26,3,3,3608010,1904,8.92857142857143,0.39133334,0.17366651,0.43500015,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,6
"COLD SPRING HARBOR CSD","2021-01-01",25,9,5,4,51,12,8,3608010,1904,13.1302521008403,0.46938252,0.46875,0.06186749,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,17
"COLD SPRING HARBOR CSD","2021-02-01",27,2,3,4,78,14,11,3608010,1904,14.1806722689076,0.51894653,0.48105344,0,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,25
"COLD SPRING HARBOR CSD","2021-03-01",27,1,0,2,105,15,11,3608010,1904,14.1806722689076,1,0,0,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,27
"COLD SPRING HARBOR CSD","2021-04-01",28,0,1,4,133,15,12,3608010,1904,14.7058823529412,1,0,0,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,27
"COLD SPRING HARBOR CSD","2021-05-01",2,1,0,3,135,16,12,3608010,1904,1.05042016806723,1,0,0,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,28
"COLD SPRING HARBOR CSD","2021-06-01",3,0,0,3,138,16,12,3608010,1904,1.57563025210084,1,0,0,580402060000,2021,1585,358,35156,35514,4,152,6,2,10,50,5,0,98,97,"COLD SPRING HARBOR CSD",10.4276315789474,"COLD SPRING HARBOR CSD","2020-21",164559.8333,126854.5921,2
"COLTON-PIERREPONT CSD","2020-12-01",1,2,0,1,1,2,0,3608100,314,3.18471337579618,1,0,0,510501040000,2021,374,817,19326,20143,0,34,1,0,9,0,35,3,91,94,"COLTON-PIERREPONT CSD",11,"COLTON-PIERREPONT CSD","2020-21",NA,66594.78788,NA
"COLTON-PIERREPONT CSD","2021-01-01",17,1,1,1,18,3,1,3608100,314,54.140127388535,1,0,0,510501040000,2021,374,817,19326,20143,0,34,1,0,9,0,35,3,91,94,"COLTON-PIERREPONT CSD",11,"COLTON-PIERREPONT CSD","2020-21",NA,66594.78788,1
"COLTON-PIERREPONT CSD","2021-02-01",6,2,0,1,24,5,1,3608100,314,19.1082802547771,1,0,0,510501040000,2021,374,817,19326,20143,0,34,1,0,9,0,35,3,91,94,"COLTON-PIERREPONT CSD",11,"COLTON-PIERREPONT CSD","2020-21",NA,66594.78788,17
"COLTON-PIERREPONT CSD","2021-04-01",3,0,0,1,27,5,1,3608100,314,9.55414012738853,1,0,0,510501040000,2021,374,817,19326,20143,0,34,1,0,9,0,35,3,91,94,"COLTON-PIERREPONT CSD",11,"COLTON-PIERREPONT CSD","2020-21",NA,66594.78788,6
"COMMACK UFSD","2020-11-01",18,2,3,7,24,3,5,3608130,6613,2.72191138666263,0.41572177,0.58427823,0,580410030000,2021,5719,148,28033,28180,8,468,20,9,13,39,11,1,96,97,"COMMACK UFSD",12.2200854700855,"COMMACK UFSD","2020-21",183949.1875,125308.1581,6
"COMMACK UFSD","2020-12-01",33,11,4,6,57,14,9,3608130,6613,4.99017087554816,0.41239795,0.58760208,0,580410030000,2021,5719,148,28033,28180,8,468,20,9,13,39,11,1,96,97,"COMMACK UFSD",12.2200854700855,"COMMACK UFSD","2020-21",183949.1875,125308.1581,18
"COMMACK UFSD","2021-01-01",110,8,28,8,167,22,37,3608130,6613,16.6339029184939,0.41229293,0.58770704,0,580410030000,2021,5719,148,28033,28180,8,468,20,9,13,39,11,1,96,97,"COMMACK UFSD",12.2200854700855,"COMMACK UFSD","2020-21",183949.1875,125308.1581,33
"COMMACK UFSD","2021-02-01",41,8,7,7,208,30,44,3608130,6613,6.19990926962044,0.41201341,0.58798659,0,580410030000,2021,5719,148,28033,28180,8,468,20,9,13,39,11,1,96,97,"COMMACK UFSD",12.2200854700855,"COMMACK UFSD","2020-21",183949.1875,125308.1581,110
"COMMACK UFSD","2021-03-01",91,4,7,6,299,34,51,3608130,6613,13.7607742325722,0.41217512,0.58782488,0,580410030000,2021,5719,148,28033,28180,8,468,20,9,13,39,11,1,96,97,"COMMACK UFSD",12.2200854700855,"COMMACK UFSD","2020-21",183949.1875,125308.1581,41
"COMMACK UFSD","2021-04-01",81,3,4,8,380,37,55,3608130,6613,12.2486012399819,0.41217512,0.58782488,0,580410030000,2021,5719,148,28033,28180,8,468,20,9,13,39,11,1,96,97,"COMMACK UFSD",12.2200854700855,"COMMACK UFSD","2020-21",183949.1875,125308.1581,91
"COMMACK UFSD","2021-05-01",12,1,0,4,392,38,55,3608130,6613,1.81460759110842,0.41217512,0.58782488,0,580410030000,2021,5719,148,28033,28180,8,468,20,9,13,39,11,1,96,97,"COMMACK UFSD",12.2200854700855,"COMMACK UFSD","2020-21",183949.1875,125308.1581,81
"CONNETQUOT CSD","2020-11-01",22,8,11,10,35,10,14,3608160,5804,3.79048931771192,0.44884187,0.55115813,0,580507060000,2021,5278,573,29244,29817,11,552,15,9,7,24,22,3,96,96,"CONNETQUOT CSD",9.56159420289855,"CONNETQUOT CSD","2020-21",153442.2667,103388.0797,13
"CONNETQUOT CSD","2020-12-01",54,21,25,10,89,31,39,3608160,5804,9.3039283252929,0.45382252,0.54617751,0,580507060000,2021,5278,573,29244,29817,11,552,15,9,7,24,22,3,96,96,"CONNETQUOT CSD",9.56159420289855,"CONNETQUOT CSD","2020-21",153442.2667,103388.0797,22
"CONNETQUOT CSD","2021-01-01",149,28,24,10,238,59,63,3608160,5804,25.6719503790489,0.44884187,0.55115813,0,580507060000,2021,5278,573,29244,29817,11,552,15,9,7,24,22,3,96,96,"CONNETQUOT CSD",9.56159420289855,"CONNETQUOT CSD","2020-21",153442.2667,103388.0797,54
"CONNETQUOT CSD","2021-02-01",48,12,8,10,286,71,71,3608160,5804,8.27015851137147,0.44884187,0.55115813,0,580507060000,2021,5278,573,29244,29817,11,552,15,9,7,24,22,3,96,96,"CONNETQUOT CSD",9.56159420289855,"CONNETQUOT CSD","2020-21",153442.2667,103388.0797,149
